phase duration (us),pulse rate,stimulus amplitude (uA),amplitude,run,spike times (us)
50,400,3.65,1*threshold,20,6
50,400,3.65,1*threshold,20,9
50,400,3.65,1*threshold,20,11
50,400,3.65,1*threshold,20,14
50,400,3.65,1*threshold,20,16
50,400,3.65,1*threshold,20,19
50,400,3.65,1*threshold,20,21
50,400,3.65,1*threshold,20,24
50,400,3.65,1*threshold,20,26
50,400,3.65,1*threshold,20,29
50,400,3.65,1*threshold,20,31
50,400,3.65,1*threshold,20,34
50,400,3.65,1*threshold,20,36
50,400,3.65,1*threshold,20,39
50,400,3.65,1*threshold,20,41
50,400,3.65,1*threshold,20,44
50,400,3.65,1*threshold,20,46
50,400,3.65,1*threshold,20,49
50,400,3.65,1*threshold,20,51
50,400,3.65,1*threshold,20,54
50,400,3.65,1*threshold,20,56
50,400,3.65,1*threshold,20,59
50,400,3.65,1*threshold,20,61
50,400,3.65,1*threshold,20,64
50,400,3.65,1*threshold,20,66
50,400,3.65,1*threshold,20,69
50,400,3.65,1*threshold,20,71
50,400,3.65,1*threshold,20,74
50,400,3.65,1*threshold,20,76
50,400,3.65,1*threshold,20,79
50,400,3.65,1*threshold,20,81
50,400,3.65,1*threshold,20,84
50,400,3.65,1*threshold,20,86
50,400,3.65,1*threshold,20,89
50,400,3.65,1*threshold,20,91
50,400,3.65,1*threshold,20,94
50,400,3.65,1*threshold,20,96
50,400,3.65,1*threshold,20,99
50,400,3.65,1*threshold,20,101
50,400,3.65,1*threshold,20,104
50,400,3.65,1*threshold,20,106
50,400,3.65,1*threshold,20,109
50,400,3.65,1*threshold,20,111
50,400,3.65,1*threshold,20,114
50,400,3.65,1*threshold,20,116
50,400,3.65,1*threshold,20,119
50,400,3.65,1*threshold,20,121
50,400,3.65,1*threshold,20,124
50,400,3.65,1*threshold,20,126
50,400,3.65,1*threshold,20,129
50,400,3.65,1*threshold,20,131
50,400,3.65,1*threshold,20,134
50,400,3.65,1*threshold,20,136
50,400,3.65,1*threshold,20,139
50,400,3.65,1*threshold,20,141
50,400,3.65,1*threshold,20,144
50,400,3.65,1*threshold,20,146
50,400,3.65,1*threshold,20,149
50,400,3.65,1*threshold,20,151
50,400,3.65,1*threshold,20,154
50,400,3.65,1*threshold,20,156
50,400,3.65,1*threshold,20,159
50,400,3.65,1*threshold,20,161
50,400,3.65,1*threshold,20,164
50,400,3.65,1*threshold,20,166
50,400,3.65,1*threshold,20,169
50,400,3.65,1*threshold,20,171
50,400,3.65,1*threshold,20,174
50,400,3.65,1*threshold,20,176
50,400,3.65,1*threshold,20,179
50,400,3.65,1*threshold,20,181
50,400,3.65,1*threshold,20,184
50,400,3.65,1*threshold,20,186
50,400,3.65,1*threshold,20,189
50,400,3.65,1*threshold,20,191
50,400,3.65,1*threshold,20,194
50,400,3.65,1*threshold,20,196
50,400,3.65,1*threshold,20,199
50,400,3.65,1*threshold,20,201
50,400,3.65,1*threshold,20,204
50,400,3.65,1*threshold,20,206
50,400,3.65,1*threshold,20,209
50,400,3.65,1*threshold,20,211
50,400,3.65,1*threshold,20,214
50,400,3.65,1*threshold,20,216
50,400,3.65,1*threshold,20,219
50,400,3.65,1*threshold,20,221
50,400,3.65,1*threshold,20,224
50,400,3.65,1*threshold,20,226
50,400,3.65,1*threshold,20,229
50,400,3.65,1*threshold,20,231
50,400,3.65,1*threshold,20,234
50,400,3.65,1*threshold,20,236
50,400,3.65,1*threshold,20,239
50,400,3.65,1*threshold,20,241
50,400,3.65,1*threshold,20,244
50,400,3.65,1*threshold,20,246
50,400,3.65,1*threshold,20,249
50,400,3.65,1*threshold,20,251
50,400,3.65,1*threshold,20,254
50,400,3.65,1*threshold,20,256
50,400,3.65,1*threshold,20,259
50,400,3.65,1*threshold,20,261
50,400,3.65,1*threshold,20,264
50,400,3.65,1*threshold,20,266
50,400,3.65,1*threshold,20,269
50,400,3.65,1*threshold,20,271
50,400,3.65,1*threshold,20,274
50,400,3.65,1*threshold,20,276
50,400,3.65,1*threshold,20,279
50,400,3.65,1*threshold,20,281
50,400,3.65,1*threshold,20,284
50,400,3.65,1*threshold,20,286
50,400,3.65,1*threshold,20,289
50,400,3.65,1*threshold,20,291
50,400,3.65,1*threshold,20,294
50,400,3.65,1*threshold,20,296
50,400,3.65,1*threshold,21,1
50,400,3.65,1*threshold,21,4
50,400,3.65,1*threshold,21,6
50,400,3.65,1*threshold,21,9
50,400,3.65,1*threshold,21,11
50,400,3.65,1*threshold,21,14
50,400,3.65,1*threshold,21,16
50,400,3.65,1*threshold,21,19
50,400,3.65,1*threshold,21,21
50,400,3.65,1*threshold,21,24
50,400,3.65,1*threshold,21,26
50,400,3.65,1*threshold,21,29
50,400,3.65,1*threshold,21,31
50,400,3.65,1*threshold,21,34
50,400,3.65,1*threshold,21,36
50,400,3.65,1*threshold,21,39
50,400,3.65,1*threshold,21,41
50,400,3.65,1*threshold,21,44
50,400,3.65,1*threshold,21,46
50,400,3.65,1*threshold,21,49
50,400,3.65,1*threshold,21,51
50,400,3.65,1*threshold,21,54
50,400,3.65,1*threshold,21,56
50,400,3.65,1*threshold,21,59
50,400,3.65,1*threshold,21,61
50,400,3.65,1*threshold,21,64
50,400,3.65,1*threshold,21,66
50,400,3.65,1*threshold,21,69
50,400,3.65,1*threshold,21,71
50,400,3.65,1*threshold,21,74
50,400,3.65,1*threshold,21,76
50,400,3.65,1*threshold,21,79
50,400,3.65,1*threshold,21,81
50,400,3.65,1*threshold,21,84
50,400,3.65,1*threshold,21,86
50,400,3.65,1*threshold,21,89
50,400,3.65,1*threshold,21,91
50,400,3.65,1*threshold,21,94
50,400,3.65,1*threshold,21,96
50,400,3.65,1*threshold,21,99
50,400,3.65,1*threshold,21,101
50,400,3.65,1*threshold,21,104
50,400,3.65,1*threshold,21,106
50,400,3.65,1*threshold,21,109
50,400,3.65,1*threshold,21,111
50,400,3.65,1*threshold,21,114
50,400,3.65,1*threshold,21,116
50,400,3.65,1*threshold,21,119
50,400,3.65,1*threshold,21,121
50,400,3.65,1*threshold,21,124
50,400,3.65,1*threshold,21,126
50,400,3.65,1*threshold,21,129
50,400,3.65,1*threshold,21,131
50,400,3.65,1*threshold,21,134
50,400,3.65,1*threshold,21,136
50,400,3.65,1*threshold,21,139
50,400,3.65,1*threshold,21,141
50,400,3.65,1*threshold,21,144
50,400,3.65,1*threshold,21,146
50,400,3.65,1*threshold,21,149
50,400,3.65,1*threshold,21,151
50,400,3.65,1*threshold,21,154
50,400,3.65,1*threshold,21,156
50,400,3.65,1*threshold,21,159
50,400,3.65,1*threshold,21,161
50,400,3.65,1*threshold,21,164
50,400,3.65,1*threshold,21,166
50,400,3.65,1*threshold,21,169
50,400,3.65,1*threshold,21,171
50,400,3.65,1*threshold,21,174
50,400,3.65,1*threshold,21,176
50,400,3.65,1*threshold,21,179
50,400,3.65,1*threshold,21,181
50,400,3.65,1*threshold,21,184
50,400,3.65,1*threshold,21,186
50,400,3.65,1*threshold,21,189
50,400,3.65,1*threshold,21,191
50,400,3.65,1*threshold,21,194
50,400,3.65,1*threshold,21,196
50,400,3.65,1*threshold,21,199
50,400,3.65,1*threshold,21,201
50,400,3.65,1*threshold,21,204
50,400,3.65,1*threshold,21,206
50,400,3.65,1*threshold,21,209
50,400,3.65,1*threshold,21,211
50,400,3.65,1*threshold,21,214
50,400,3.65,1*threshold,21,216
50,400,3.65,1*threshold,21,219
50,400,3.65,1*threshold,21,221
50,400,3.65,1*threshold,21,224
50,400,3.65,1*threshold,21,226
50,400,3.65,1*threshold,21,229
50,400,3.65,1*threshold,21,231
50,400,3.65,1*threshold,21,234
50,400,3.65,1*threshold,21,236
50,400,3.65,1*threshold,21,239
50,400,3.65,1*threshold,21,241
50,400,3.65,1*threshold,21,244
50,400,3.65,1*threshold,21,246
50,400,3.65,1*threshold,21,249
50,400,3.65,1*threshold,21,251
50,400,3.65,1*threshold,21,254
50,400,3.65,1*threshold,21,256
50,400,3.65,1*threshold,21,259
50,400,3.65,1*threshold,21,261
50,400,3.65,1*threshold,21,264
50,400,3.65,1*threshold,21,266
50,400,3.65,1*threshold,21,269
50,400,3.65,1*threshold,21,271
50,400,3.65,1*threshold,21,274
50,400,3.65,1*threshold,21,276
50,400,3.65,1*threshold,21,279
50,400,3.65,1*threshold,21,281
50,400,3.65,1*threshold,21,284
50,400,3.65,1*threshold,21,286
50,400,3.65,1*threshold,21,289
50,400,3.65,1*threshold,21,291
50,400,3.65,1*threshold,21,294
50,400,3.65,1*threshold,21,296
50,400,3.65,1*threshold,22,1
50,400,3.65,1*threshold,22,4
50,400,3.65,1*threshold,22,6
50,400,3.65,1*threshold,22,9
50,400,3.65,1*threshold,22,11
50,400,3.65,1*threshold,22,14
50,400,3.65,1*threshold,22,16
50,400,3.65,1*threshold,22,19
50,400,3.65,1*threshold,22,21
50,400,3.65,1*threshold,22,24
50,400,3.65,1*threshold,22,26
50,400,3.65,1*threshold,22,29
50,400,3.65,1*threshold,22,31
50,400,3.65,1*threshold,22,34
50,400,3.65,1*threshold,22,36
50,400,3.65,1*threshold,22,39
50,400,3.65,1*threshold,22,41
50,400,3.65,1*threshold,22,44
50,400,3.65,1*threshold,22,46
50,400,3.65,1*threshold,22,49
50,400,3.65,1*threshold,22,51
50,400,3.65,1*threshold,22,54
50,400,3.65,1*threshold,22,56
50,400,3.65,1*threshold,22,59
50,400,3.65,1*threshold,22,61
50,400,3.65,1*threshold,22,64
50,400,3.65,1*threshold,22,66
50,400,3.65,1*threshold,22,69
50,400,3.65,1*threshold,22,71
50,400,3.65,1*threshold,22,74
50,400,3.65,1*threshold,22,76
50,400,3.65,1*threshold,22,79
50,400,3.65,1*threshold,22,81
50,400,3.65,1*threshold,22,84
50,400,3.65,1*threshold,22,86
50,400,3.65,1*threshold,22,89
50,400,3.65,1*threshold,22,91
50,400,3.65,1*threshold,22,94
50,400,3.65,1*threshold,22,96
50,400,3.65,1*threshold,22,99
50,400,3.65,1*threshold,22,101
50,400,3.65,1*threshold,22,104
50,400,3.65,1*threshold,22,106
50,400,3.65,1*threshold,22,109
50,400,3.65,1*threshold,22,111
50,400,3.65,1*threshold,22,114
50,400,3.65,1*threshold,22,116
50,400,3.65,1*threshold,22,119
50,400,3.65,1*threshold,22,121
50,400,3.65,1*threshold,22,124
50,400,3.65,1*threshold,22,126
50,400,3.65,1*threshold,22,129
50,400,3.65,1*threshold,22,131
50,400,3.65,1*threshold,22,134
50,400,3.65,1*threshold,22,136
50,400,3.65,1*threshold,22,139
50,400,3.65,1*threshold,22,141
50,400,3.65,1*threshold,22,144
50,400,3.65,1*threshold,22,146
50,400,3.65,1*threshold,22,149
50,400,3.65,1*threshold,22,151
50,400,3.65,1*threshold,22,154
50,400,3.65,1*threshold,22,156
50,400,3.65,1*threshold,22,159
50,400,3.65,1*threshold,22,161
50,400,3.65,1*threshold,22,164
50,400,3.65,1*threshold,22,166
50,400,3.65,1*threshold,22,169
50,400,3.65,1*threshold,22,171
50,400,3.65,1*threshold,22,174
50,400,3.65,1*threshold,22,176
50,400,3.65,1*threshold,22,179
50,400,3.65,1*threshold,22,181
50,400,3.65,1*threshold,22,184
50,400,3.65,1*threshold,22,186
50,400,3.65,1*threshold,22,189
50,400,3.65,1*threshold,22,191
50,400,3.65,1*threshold,22,194
50,400,3.65,1*threshold,22,196
50,400,3.65,1*threshold,22,199
50,400,3.65,1*threshold,22,201
50,400,3.65,1*threshold,22,204
50,400,3.65,1*threshold,22,206
50,400,3.65,1*threshold,22,209
50,400,3.65,1*threshold,22,211
50,400,3.65,1*threshold,22,214
50,400,3.65,1*threshold,22,216
50,400,3.65,1*threshold,22,219
50,400,3.65,1*threshold,22,221
50,400,3.65,1*threshold,22,224
50,400,3.65,1*threshold,22,226
50,400,3.65,1*threshold,22,229
50,400,3.65,1*threshold,22,231
50,400,3.65,1*threshold,22,234
50,400,3.65,1*threshold,22,236
50,400,3.65,1*threshold,22,239
50,400,3.65,1*threshold,22,241
50,400,3.65,1*threshold,22,244
50,400,3.65,1*threshold,22,246
50,400,3.65,1*threshold,22,249
50,400,3.65,1*threshold,22,251
50,400,3.65,1*threshold,22,254
50,400,3.65,1*threshold,22,256
50,400,3.65,1*threshold,22,259
50,400,3.65,1*threshold,22,261
50,400,3.65,1*threshold,22,264
50,400,3.65,1*threshold,22,266
50,400,3.65,1*threshold,22,269
50,400,3.65,1*threshold,22,271
50,400,3.65,1*threshold,22,274
50,400,3.65,1*threshold,22,276
50,400,3.65,1*threshold,22,279
50,400,3.65,1*threshold,22,281
50,400,3.65,1*threshold,22,284
50,400,3.65,1*threshold,22,286
50,400,3.65,1*threshold,22,289
50,400,3.65,1*threshold,22,291
50,400,3.65,1*threshold,22,294
50,400,3.65,1*threshold,22,296
50,400,3.65,1*threshold,23,1
50,400,3.65,1*threshold,23,4
50,400,3.65,1*threshold,23,6
50,400,3.65,1*threshold,23,9
50,400,3.65,1*threshold,23,11
50,400,3.65,1*threshold,23,14
50,400,3.65,1*threshold,23,16
50,400,3.65,1*threshold,23,19
50,400,3.65,1*threshold,23,21
50,400,3.65,1*threshold,23,24
50,400,3.65,1*threshold,23,26
50,400,3.65,1*threshold,23,29
50,400,3.65,1*threshold,23,31
50,400,3.65,1*threshold,23,34
50,400,3.65,1*threshold,23,36
50,400,3.65,1*threshold,23,39
50,400,3.65,1*threshold,23,41
50,400,3.65,1*threshold,23,44
50,400,3.65,1*threshold,23,46
50,400,3.65,1*threshold,23,49
50,400,3.65,1*threshold,23,51
50,400,3.65,1*threshold,23,54
50,400,3.65,1*threshold,23,56
50,400,3.65,1*threshold,23,59
50,400,3.65,1*threshold,23,61
50,400,3.65,1*threshold,23,64
50,400,3.65,1*threshold,23,66
50,400,3.65,1*threshold,23,69
50,400,3.65,1*threshold,23,71
50,400,3.65,1*threshold,23,74
50,400,3.65,1*threshold,23,76
50,400,3.65,1*threshold,23,79
50,400,3.65,1*threshold,23,81
50,400,3.65,1*threshold,23,84
50,400,3.65,1*threshold,23,86
50,400,3.65,1*threshold,23,89
50,400,3.65,1*threshold,23,91
50,400,3.65,1*threshold,23,94
50,400,3.65,1*threshold,23,96
50,400,3.65,1*threshold,23,99
50,400,3.65,1*threshold,23,101
50,400,3.65,1*threshold,23,104
50,400,3.65,1*threshold,23,106
50,400,3.65,1*threshold,23,109
50,400,3.65,1*threshold,23,111
50,400,3.65,1*threshold,23,114
50,400,3.65,1*threshold,23,116
50,400,3.65,1*threshold,23,119
50,400,3.65,1*threshold,23,121
50,400,3.65,1*threshold,23,124
50,400,3.65,1*threshold,23,126
50,400,3.65,1*threshold,23,129
50,400,3.65,1*threshold,23,131
50,400,3.65,1*threshold,23,134
50,400,3.65,1*threshold,23,136
50,400,3.65,1*threshold,23,139
50,400,3.65,1*threshold,23,141
50,400,3.65,1*threshold,23,144
50,400,3.65,1*threshold,23,146
50,400,3.65,1*threshold,23,149
50,400,3.65,1*threshold,23,151
50,400,3.65,1*threshold,23,154
50,400,3.65,1*threshold,23,156
50,400,3.65,1*threshold,23,159
50,400,3.65,1*threshold,23,161
50,400,3.65,1*threshold,23,164
50,400,3.65,1*threshold,23,166
50,400,3.65,1*threshold,23,169
50,400,3.65,1*threshold,23,171
50,400,3.65,1*threshold,23,174
50,400,3.65,1*threshold,23,176
50,400,3.65,1*threshold,23,179
50,400,3.65,1*threshold,23,181
50,400,3.65,1*threshold,23,184
50,400,3.65,1*threshold,23,186
50,400,3.65,1*threshold,23,189
50,400,3.65,1*threshold,23,191
50,400,3.65,1*threshold,23,194
50,400,3.65,1*threshold,23,196
50,400,3.65,1*threshold,23,199
50,400,3.65,1*threshold,23,201
50,400,3.65,1*threshold,23,204
50,400,3.65,1*threshold,23,206
50,400,3.65,1*threshold,23,209
50,400,3.65,1*threshold,23,211
50,400,3.65,1*threshold,23,214
50,400,3.65,1*threshold,23,216
50,400,3.65,1*threshold,23,219
50,400,3.65,1*threshold,23,221
50,400,3.65,1*threshold,23,224
50,400,3.65,1*threshold,23,226
50,400,3.65,1*threshold,23,229
50,400,3.65,1*threshold,23,231
50,400,3.65,1*threshold,23,234
50,400,3.65,1*threshold,23,236
50,400,3.65,1*threshold,23,239
50,400,3.65,1*threshold,23,241
50,400,3.65,1*threshold,23,244
50,400,3.65,1*threshold,23,246
50,400,3.65,1*threshold,23,249
50,400,3.65,1*threshold,23,251
50,400,3.65,1*threshold,23,254
50,400,3.65,1*threshold,23,256
50,400,3.65,1*threshold,23,259
50,400,3.65,1*threshold,23,261
50,400,3.65,1*threshold,23,264
50,400,3.65,1*threshold,23,266
50,400,3.65,1*threshold,23,269
50,400,3.65,1*threshold,23,271
50,400,3.65,1*threshold,23,274
50,400,3.65,1*threshold,23,276
50,400,3.65,1*threshold,23,279
50,400,3.65,1*threshold,23,281
50,400,3.65,1*threshold,23,284
50,400,3.65,1*threshold,23,286
50,400,3.65,1*threshold,23,289
50,400,3.65,1*threshold,23,291
50,400,3.65,1*threshold,23,294
50,400,3.65,1*threshold,23,296
50,400,3.65,1*threshold,24,1
50,400,3.65,1*threshold,24,4
50,400,3.65,1*threshold,24,6
50,400,3.65,1*threshold,24,9
50,400,3.65,1*threshold,24,11
50,400,3.65,1*threshold,24,14
50,400,3.65,1*threshold,24,16
50,400,3.65,1*threshold,24,19
50,400,3.65,1*threshold,24,21
50,400,3.65,1*threshold,24,24
50,400,3.65,1*threshold,24,26
50,400,3.65,1*threshold,24,29
50,400,3.65,1*threshold,24,31
50,400,3.65,1*threshold,24,34
50,400,3.65,1*threshold,24,36
50,400,3.65,1*threshold,24,39
50,400,3.65,1*threshold,24,41
50,400,3.65,1*threshold,24,44
50,400,3.65,1*threshold,24,46
50,400,3.65,1*threshold,24,49
50,400,3.65,1*threshold,24,51
50,400,3.65,1*threshold,24,54
50,400,3.65,1*threshold,24,56
50,400,3.65,1*threshold,24,59
50,400,3.65,1*threshold,24,61
50,400,3.65,1*threshold,24,64
50,400,3.65,1*threshold,24,66
50,400,3.65,1*threshold,24,69
50,400,3.65,1*threshold,24,71
50,400,3.65,1*threshold,24,74
50,400,3.65,1*threshold,24,76
50,400,3.65,1*threshold,24,79
50,400,3.65,1*threshold,24,81
50,400,3.65,1*threshold,24,84
50,400,3.65,1*threshold,24,86
50,400,3.65,1*threshold,24,89
50,400,3.65,1*threshold,24,91
50,400,3.65,1*threshold,24,94
50,400,3.65,1*threshold,24,96
50,400,3.65,1*threshold,24,99
50,400,3.65,1*threshold,24,101
50,400,3.65,1*threshold,24,104
50,400,3.65,1*threshold,24,106
50,400,3.65,1*threshold,24,109
50,400,3.65,1*threshold,24,111
50,400,3.65,1*threshold,24,114
50,400,3.65,1*threshold,24,116
50,400,3.65,1*threshold,24,119
50,400,3.65,1*threshold,24,121
50,400,3.65,1*threshold,24,124
50,400,3.65,1*threshold,24,126
50,400,3.65,1*threshold,24,129
50,400,3.65,1*threshold,24,131
50,400,3.65,1*threshold,24,134
50,400,3.65,1*threshold,24,136
50,400,3.65,1*threshold,24,139
50,400,3.65,1*threshold,24,141
50,400,3.65,1*threshold,24,144
50,400,3.65,1*threshold,24,146
50,400,3.65,1*threshold,24,149
50,400,3.65,1*threshold,24,151
50,400,3.65,1*threshold,24,154
50,400,3.65,1*threshold,24,156
50,400,3.65,1*threshold,24,159
50,400,3.65,1*threshold,24,161
50,400,3.65,1*threshold,24,164
50,400,3.65,1*threshold,24,166
50,400,3.65,1*threshold,24,169
50,400,3.65,1*threshold,24,171
50,400,3.65,1*threshold,24,174
50,400,3.65,1*threshold,24,176
50,400,3.65,1*threshold,24,179
50,400,3.65,1*threshold,24,181
50,400,3.65,1*threshold,24,184
50,400,3.65,1*threshold,24,186
50,400,3.65,1*threshold,24,189
50,400,3.65,1*threshold,24,191
50,400,3.65,1*threshold,24,194
50,400,3.65,1*threshold,24,196
50,400,3.65,1*threshold,24,199
50,400,3.65,1*threshold,24,201
50,400,3.65,1*threshold,24,204
50,400,3.65,1*threshold,24,206
50,400,3.65,1*threshold,24,209
50,400,3.65,1*threshold,24,211
50,400,3.65,1*threshold,24,214
50,400,3.65,1*threshold,24,216
50,400,3.65,1*threshold,24,219
50,400,3.65,1*threshold,24,221
50,400,3.65,1*threshold,24,224
50,400,3.65,1*threshold,24,226
50,400,3.65,1*threshold,24,229
50,400,3.65,1*threshold,24,231
50,400,3.65,1*threshold,24,234
50,400,3.65,1*threshold,24,236
50,400,3.65,1*threshold,24,239
50,400,3.65,1*threshold,24,241
50,400,3.65,1*threshold,24,244
50,400,3.65,1*threshold,24,246
50,400,3.65,1*threshold,24,249
50,400,3.65,1*threshold,24,251
50,400,3.65,1*threshold,24,254
50,400,3.65,1*threshold,24,256
50,400,3.65,1*threshold,24,259
50,400,3.65,1*threshold,24,261
50,400,3.65,1*threshold,24,264
50,400,3.65,1*threshold,24,266
50,400,3.65,1*threshold,24,269
50,400,3.65,1*threshold,24,271
50,400,3.65,1*threshold,24,274
50,400,3.65,1*threshold,24,276
50,400,3.65,1*threshold,24,279
50,400,3.65,1*threshold,24,281
50,400,3.65,1*threshold,24,284
50,400,3.65,1*threshold,24,286
50,400,3.65,1*threshold,24,289
50,400,3.65,1*threshold,24,291
50,400,3.65,1*threshold,24,294
50,400,3.65,1*threshold,24,296
50,400,3.65,1*threshold,25,1
50,400,3.65,1*threshold,25,4
50,400,3.65,1*threshold,25,6
50,400,3.65,1*threshold,25,9
50,400,3.65,1*threshold,25,11
50,400,3.65,1*threshold,25,14
50,400,3.65,1*threshold,25,16
50,400,3.65,1*threshold,25,19
50,400,3.65,1*threshold,25,21
50,400,3.65,1*threshold,25,24
50,400,3.65,1*threshold,25,26
50,400,3.65,1*threshold,25,29
50,400,3.65,1*threshold,25,31
50,400,3.65,1*threshold,25,34
50,400,3.65,1*threshold,25,36
50,400,3.65,1*threshold,25,39
50,400,3.65,1*threshold,25,41
50,400,3.65,1*threshold,25,44
50,400,3.65,1*threshold,25,46
50,400,3.65,1*threshold,25,49
50,400,3.65,1*threshold,25,51
50,400,3.65,1*threshold,25,54
50,400,3.65,1*threshold,25,56
50,400,3.65,1*threshold,25,59
50,400,3.65,1*threshold,25,61
50,400,3.65,1*threshold,25,64
50,400,3.65,1*threshold,25,66
50,400,3.65,1*threshold,25,69
50,400,3.65,1*threshold,25,71
50,400,3.65,1*threshold,25,74
50,400,3.65,1*threshold,25,76
50,400,3.65,1*threshold,25,79
50,400,3.65,1*threshold,25,81
50,400,3.65,1*threshold,25,84
50,400,3.65,1*threshold,25,86
50,400,3.65,1*threshold,25,89
50,400,3.65,1*threshold,25,91
50,400,3.65,1*threshold,25,94
50,400,3.65,1*threshold,25,96
50,400,3.65,1*threshold,25,99
50,400,3.65,1*threshold,25,101
50,400,3.65,1*threshold,25,104
50,400,3.65,1*threshold,25,106
50,400,3.65,1*threshold,25,109
50,400,3.65,1*threshold,25,111
50,400,3.65,1*threshold,25,114
50,400,3.65,1*threshold,25,116
50,400,3.65,1*threshold,25,119
50,400,3.65,1*threshold,25,121
50,400,3.65,1*threshold,25,124
50,400,3.65,1*threshold,25,126
50,400,3.65,1*threshold,25,129
50,400,3.65,1*threshold,25,131
50,400,3.65,1*threshold,25,134
50,400,3.65,1*threshold,25,136
50,400,3.65,1*threshold,25,139
50,400,3.65,1*threshold,25,141
50,400,3.65,1*threshold,25,144
50,400,3.65,1*threshold,25,146
50,400,3.65,1*threshold,25,149
50,400,3.65,1*threshold,25,151
50,400,3.65,1*threshold,25,154
50,400,3.65,1*threshold,25,156
50,400,3.65,1*threshold,25,159
50,400,3.65,1*threshold,25,161
50,400,3.65,1*threshold,25,164
50,400,3.65,1*threshold,25,166
50,400,3.65,1*threshold,25,169
50,400,3.65,1*threshold,25,171
50,400,3.65,1*threshold,25,174
50,400,3.65,1*threshold,25,176
50,400,3.65,1*threshold,25,179
50,400,3.65,1*threshold,25,181
50,400,3.65,1*threshold,25,184
50,400,3.65,1*threshold,25,186
50,400,3.65,1*threshold,25,189
50,400,3.65,1*threshold,25,191
50,400,3.65,1*threshold,25,194
50,400,3.65,1*threshold,25,196
50,400,3.65,1*threshold,25,199
50,400,3.65,1*threshold,25,201
50,400,3.65,1*threshold,25,204
50,400,3.65,1*threshold,25,206
50,400,3.65,1*threshold,25,209
50,400,3.65,1*threshold,25,211
50,400,3.65,1*threshold,25,214
50,400,3.65,1*threshold,25,216
50,400,3.65,1*threshold,25,219
50,400,3.65,1*threshold,25,221
50,400,3.65,1*threshold,25,224
50,400,3.65,1*threshold,25,226
50,400,3.65,1*threshold,25,229
50,400,3.65,1*threshold,25,231
50,400,3.65,1*threshold,25,234
50,400,3.65,1*threshold,25,236
50,400,3.65,1*threshold,25,239
50,400,3.65,1*threshold,25,241
50,400,3.65,1*threshold,25,244
50,400,3.65,1*threshold,25,246
50,400,3.65,1*threshold,25,249
50,400,3.65,1*threshold,25,251
50,400,3.65,1*threshold,25,254
50,400,3.65,1*threshold,25,256
50,400,3.65,1*threshold,25,259
50,400,3.65,1*threshold,25,261
50,400,3.65,1*threshold,25,264
50,400,3.65,1*threshold,25,266
50,400,3.65,1*threshold,25,269
50,400,3.65,1*threshold,25,271
50,400,3.65,1*threshold,25,274
50,400,3.65,1*threshold,25,276
50,400,3.65,1*threshold,25,279
50,400,3.65,1*threshold,25,281
50,400,3.65,1*threshold,25,284
50,400,3.65,1*threshold,25,286
50,400,3.65,1*threshold,25,289
50,400,3.65,1*threshold,25,291
50,400,3.65,1*threshold,25,294
50,400,3.65,1*threshold,25,296
50,400,3.65,1*threshold,26,1
50,400,3.65,1*threshold,26,4
50,400,3.65,1*threshold,26,6
50,400,3.65,1*threshold,26,9
50,400,3.65,1*threshold,26,11
50,400,3.65,1*threshold,26,14
50,400,3.65,1*threshold,26,16
50,400,3.65,1*threshold,26,19
50,400,3.65,1*threshold,26,21
50,400,3.65,1*threshold,26,24
50,400,3.65,1*threshold,26,26
50,400,3.65,1*threshold,26,29
50,400,3.65,1*threshold,26,31
50,400,3.65,1*threshold,26,34
50,400,3.65,1*threshold,26,36
50,400,3.65,1*threshold,26,39
50,400,3.65,1*threshold,26,41
50,400,3.65,1*threshold,26,44
50,400,3.65,1*threshold,26,46
50,400,3.65,1*threshold,26,49
50,400,3.65,1*threshold,26,51
50,400,3.65,1*threshold,26,54
50,400,3.65,1*threshold,26,56
50,400,3.65,1*threshold,26,59
50,400,3.65,1*threshold,26,61
50,400,3.65,1*threshold,26,64
50,400,3.65,1*threshold,26,66
50,400,3.65,1*threshold,26,69
50,400,3.65,1*threshold,26,71
50,400,3.65,1*threshold,26,74
50,400,3.65,1*threshold,26,76
50,400,3.65,1*threshold,26,79
50,400,3.65,1*threshold,26,81
50,400,3.65,1*threshold,26,84
50,400,3.65,1*threshold,26,86
50,400,3.65,1*threshold,26,89
50,400,3.65,1*threshold,26,91
50,400,3.65,1*threshold,26,94
50,400,3.65,1*threshold,26,96
50,400,3.65,1*threshold,26,99
50,400,3.65,1*threshold,26,101
50,400,3.65,1*threshold,26,104
50,400,3.65,1*threshold,26,106
50,400,3.65,1*threshold,26,109
50,400,3.65,1*threshold,26,111
50,400,3.65,1*threshold,26,114
50,400,3.65,1*threshold,26,116
50,400,3.65,1*threshold,26,119
50,400,3.65,1*threshold,26,121
50,400,3.65,1*threshold,26,124
50,400,3.65,1*threshold,26,126
50,400,3.65,1*threshold,26,129
50,400,3.65,1*threshold,26,131
50,400,3.65,1*threshold,26,134
50,400,3.65,1*threshold,26,136
50,400,3.65,1*threshold,26,139
50,400,3.65,1*threshold,26,141
50,400,3.65,1*threshold,26,144
50,400,3.65,1*threshold,26,146
50,400,3.65,1*threshold,26,149
50,400,3.65,1*threshold,26,151
50,400,3.65,1*threshold,26,154
50,400,3.65,1*threshold,26,156
