phase duration (us),pulse rate,stimulus amplitude (uA),amplitude,run,spike times (us)
50,400,5.48,1.5*threshold,41,104
50,400,5.48,1.5*threshold,41,106
50,400,5.48,1.5*threshold,41,109
50,400,5.48,1.5*threshold,41,111
50,400,5.48,1.5*threshold,41,114
50,400,5.48,1.5*threshold,41,116
50,400,5.48,1.5*threshold,41,119
50,400,5.48,1.5*threshold,41,121
50,400,5.48,1.5*threshold,41,124
50,400,5.48,1.5*threshold,41,126
50,400,5.48,1.5*threshold,41,129
50,400,5.48,1.5*threshold,41,131
50,400,5.48,1.5*threshold,41,134
50,400,5.48,1.5*threshold,41,136
50,400,5.48,1.5*threshold,41,139
50,400,5.48,1.5*threshold,41,141
50,400,5.48,1.5*threshold,41,144
50,400,5.48,1.5*threshold,41,146
50,400,5.48,1.5*threshold,41,149
50,400,5.48,1.5*threshold,41,151
50,400,5.48,1.5*threshold,41,154
50,400,5.48,1.5*threshold,41,156
50,400,5.48,1.5*threshold,41,159
50,400,5.48,1.5*threshold,41,161
50,400,5.48,1.5*threshold,41,164
50,400,5.48,1.5*threshold,41,166
50,400,5.48,1.5*threshold,41,169
50,400,5.48,1.5*threshold,41,171
50,400,5.48,1.5*threshold,41,174
50,400,5.48,1.5*threshold,41,176
50,400,5.48,1.5*threshold,41,179
50,400,5.48,1.5*threshold,41,181
50,400,5.48,1.5*threshold,41,184
50,400,5.48,1.5*threshold,41,186
50,400,5.48,1.5*threshold,41,189
50,400,5.48,1.5*threshold,41,191
50,400,5.48,1.5*threshold,41,194
50,400,5.48,1.5*threshold,41,196
50,400,5.48,1.5*threshold,41,199
50,400,5.48,1.5*threshold,41,201
50,400,5.48,1.5*threshold,41,204
50,400,5.48,1.5*threshold,41,206
50,400,5.48,1.5*threshold,41,209
50,400,5.48,1.5*threshold,41,211
50,400,5.48,1.5*threshold,41,214
50,400,5.48,1.5*threshold,41,216
50,400,5.48,1.5*threshold,41,219
50,400,5.48,1.5*threshold,41,221
50,400,5.48,1.5*threshold,41,224
50,400,5.48,1.5*threshold,41,226
50,400,5.48,1.5*threshold,41,229
50,400,5.48,1.5*threshold,41,231
50,400,5.48,1.5*threshold,41,234
50,400,5.48,1.5*threshold,41,236
50,400,5.48,1.5*threshold,41,239
50,400,5.48,1.5*threshold,41,241
50,400,5.48,1.5*threshold,41,244
50,400,5.48,1.5*threshold,41,246
50,400,5.48,1.5*threshold,41,249
50,400,5.48,1.5*threshold,41,251
50,400,5.48,1.5*threshold,41,254
50,400,5.48,1.5*threshold,41,256
50,400,5.48,1.5*threshold,41,259
50,400,5.48,1.5*threshold,41,261
50,400,5.48,1.5*threshold,41,264
50,400,5.48,1.5*threshold,41,266
50,400,5.48,1.5*threshold,41,269
50,400,5.48,1.5*threshold,41,271
50,400,5.48,1.5*threshold,41,274
50,400,5.48,1.5*threshold,41,276
50,400,5.48,1.5*threshold,41,279
50,400,5.48,1.5*threshold,41,281
50,400,5.48,1.5*threshold,41,284
50,400,5.48,1.5*threshold,41,286
50,400,5.48,1.5*threshold,41,289
50,400,5.48,1.5*threshold,41,291
50,400,5.48,1.5*threshold,41,294
50,400,5.48,1.5*threshold,41,296
50,400,5.48,1.5*threshold,42,1
50,400,5.48,1.5*threshold,42,4
50,400,5.48,1.5*threshold,42,6
50,400,5.48,1.5*threshold,42,9
50,400,5.48,1.5*threshold,42,11
50,400,5.48,1.5*threshold,42,14
50,400,5.48,1.5*threshold,42,16
50,400,5.48,1.5*threshold,42,19
50,400,5.48,1.5*threshold,42,21
50,400,5.48,1.5*threshold,42,24
50,400,5.48,1.5*threshold,42,26
50,400,5.48,1.5*threshold,42,29
50,400,5.48,1.5*threshold,42,31
50,400,5.48,1.5*threshold,42,34
50,400,5.48,1.5*threshold,42,36
50,400,5.48,1.5*threshold,42,39
50,400,5.48,1.5*threshold,42,41
50,400,5.48,1.5*threshold,42,44
50,400,5.48,1.5*threshold,42,46
50,400,5.48,1.5*threshold,42,49
50,400,5.48,1.5*threshold,42,51
50,400,5.48,1.5*threshold,42,54
50,400,5.48,1.5*threshold,42,56
50,400,5.48,1.5*threshold,42,59
50,400,5.48,1.5*threshold,42,61
50,400,5.48,1.5*threshold,42,64
50,400,5.48,1.5*threshold,42,66
50,400,5.48,1.5*threshold,42,69
50,400,5.48,1.5*threshold,42,71
50,400,5.48,1.5*threshold,42,74
50,400,5.48,1.5*threshold,42,76
50,400,5.48,1.5*threshold,42,79
50,400,5.48,1.5*threshold,42,81
50,400,5.48,1.5*threshold,42,84
50,400,5.48,1.5*threshold,42,86
50,400,5.48,1.5*threshold,42,89
50,400,5.48,1.5*threshold,42,91
50,400,5.48,1.5*threshold,42,94
50,400,5.48,1.5*threshold,42,96
50,400,5.48,1.5*threshold,42,99
50,400,5.48,1.5*threshold,42,101
50,400,5.48,1.5*threshold,42,104
50,400,5.48,1.5*threshold,42,106
50,400,5.48,1.5*threshold,42,109
50,400,5.48,1.5*threshold,42,111
50,400,5.48,1.5*threshold,42,114
50,400,5.48,1.5*threshold,42,116
50,400,5.48,1.5*threshold,42,119
50,400,5.48,1.5*threshold,42,121
50,400,5.48,1.5*threshold,42,124
50,400,5.48,1.5*threshold,42,126
50,400,5.48,1.5*threshold,42,129
50,400,5.48,1.5*threshold,42,131
50,400,5.48,1.5*threshold,42,134
50,400,5.48,1.5*threshold,42,136
50,400,5.48,1.5*threshold,42,139
50,400,5.48,1.5*threshold,42,141
50,400,5.48,1.5*threshold,42,144
50,400,5.48,1.5*threshold,42,146
50,400,5.48,1.5*threshold,42,149
50,400,5.48,1.5*threshold,42,151
50,400,5.48,1.5*threshold,42,154
50,400,5.48,1.5*threshold,42,156
50,400,5.48,1.5*threshold,42,159
50,400,5.48,1.5*threshold,42,161
50,400,5.48,1.5*threshold,42,164
50,400,5.48,1.5*threshold,42,166
50,400,5.48,1.5*threshold,42,169
50,400,5.48,1.5*threshold,42,171
50,400,5.48,1.5*threshold,42,174
50,400,5.48,1.5*threshold,42,176
50,400,5.48,1.5*threshold,42,179
50,400,5.48,1.5*threshold,42,181
50,400,5.48,1.5*threshold,42,184
50,400,5.48,1.5*threshold,42,186
50,400,5.48,1.5*threshold,42,189
50,400,5.48,1.5*threshold,42,191
50,400,5.48,1.5*threshold,42,194
50,400,5.48,1.5*threshold,42,196
50,400,5.48,1.5*threshold,42,199
50,400,5.48,1.5*threshold,42,201
50,400,5.48,1.5*threshold,42,204
50,400,5.48,1.5*threshold,42,206
50,400,5.48,1.5*threshold,42,209
50,400,5.48,1.5*threshold,42,211
50,400,5.48,1.5*threshold,42,214
50,400,5.48,1.5*threshold,42,216
50,400,5.48,1.5*threshold,42,219
50,400,5.48,1.5*threshold,42,221
50,400,5.48,1.5*threshold,42,224
50,400,5.48,1.5*threshold,42,226
50,400,5.48,1.5*threshold,42,229
50,400,5.48,1.5*threshold,42,231
50,400,5.48,1.5*threshold,42,234
50,400,5.48,1.5*threshold,42,236
50,400,5.48,1.5*threshold,42,239
50,400,5.48,1.5*threshold,42,241
50,400,5.48,1.5*threshold,42,244
50,400,5.48,1.5*threshold,42,246
50,400,5.48,1.5*threshold,42,249
50,400,5.48,1.5*threshold,42,251
50,400,5.48,1.5*threshold,42,254
50,400,5.48,1.5*threshold,42,256
50,400,5.48,1.5*threshold,42,259
50,400,5.48,1.5*threshold,42,261
50,400,5.48,1.5*threshold,42,264
50,400,5.48,1.5*threshold,42,266
50,400,5.48,1.5*threshold,42,269
50,400,5.48,1.5*threshold,42,271
50,400,5.48,1.5*threshold,42,274
50,400,5.48,1.5*threshold,42,276
50,400,5.48,1.5*threshold,42,279
50,400,5.48,1.5*threshold,42,281
50,400,5.48,1.5*threshold,42,284
50,400,5.48,1.5*threshold,42,286
50,400,5.48,1.5*threshold,42,289
50,400,5.48,1.5*threshold,42,291
50,400,5.48,1.5*threshold,42,294
50,400,5.48,1.5*threshold,42,296
50,400,5.48,1.5*threshold,43,1
50,400,5.48,1.5*threshold,43,4
50,400,5.48,1.5*threshold,43,6
50,400,5.48,1.5*threshold,43,9
50,400,5.48,1.5*threshold,43,11
50,400,5.48,1.5*threshold,43,14
50,400,5.48,1.5*threshold,43,16
50,400,5.48,1.5*threshold,43,19
50,400,5.48,1.5*threshold,43,21
50,400,5.48,1.5*threshold,43,24
50,400,5.48,1.5*threshold,43,26
50,400,5.48,1.5*threshold,43,29
50,400,5.48,1.5*threshold,43,31
50,400,5.48,1.5*threshold,43,34
50,400,5.48,1.5*threshold,43,36
50,400,5.48,1.5*threshold,43,39
50,400,5.48,1.5*threshold,43,41
50,400,5.48,1.5*threshold,43,44
50,400,5.48,1.5*threshold,43,46
50,400,5.48,1.5*threshold,43,49
50,400,5.48,1.5*threshold,43,51
50,400,5.48,1.5*threshold,43,54
50,400,5.48,1.5*threshold,43,56
50,400,5.48,1.5*threshold,43,59
50,400,5.48,1.5*threshold,43,61
50,400,5.48,1.5*threshold,43,64
50,400,5.48,1.5*threshold,43,66
50,400,5.48,1.5*threshold,43,69
50,400,5.48,1.5*threshold,43,71
50,400,5.48,1.5*threshold,43,74
50,400,5.48,1.5*threshold,43,76
50,400,5.48,1.5*threshold,43,79
50,400,5.48,1.5*threshold,43,81
50,400,5.48,1.5*threshold,43,84
50,400,5.48,1.5*threshold,43,86
50,400,5.48,1.5*threshold,43,89
50,400,5.48,1.5*threshold,43,91
50,400,5.48,1.5*threshold,43,94
50,400,5.48,1.5*threshold,43,96
50,400,5.48,1.5*threshold,43,99
50,400,5.48,1.5*threshold,43,101
50,400,5.48,1.5*threshold,43,104
50,400,5.48,1.5*threshold,43,106
50,400,5.48,1.5*threshold,43,109
50,400,5.48,1.5*threshold,43,111
50,400,5.48,1.5*threshold,43,114
50,400,5.48,1.5*threshold,43,116
50,400,5.48,1.5*threshold,43,119
50,400,5.48,1.5*threshold,43,121
50,400,5.48,1.5*threshold,43,124
50,400,5.48,1.5*threshold,43,126
50,400,5.48,1.5*threshold,43,129
50,400,5.48,1.5*threshold,43,131
50,400,5.48,1.5*threshold,43,134
50,400,5.48,1.5*threshold,43,136
50,400,5.48,1.5*threshold,43,139
50,400,5.48,1.5*threshold,43,141
50,400,5.48,1.5*threshold,43,144
50,400,5.48,1.5*threshold,43,146
50,400,5.48,1.5*threshold,43,149
50,400,5.48,1.5*threshold,43,151
50,400,5.48,1.5*threshold,43,154
50,400,5.48,1.5*threshold,43,156
50,400,5.48,1.5*threshold,43,159
50,400,5.48,1.5*threshold,43,161
50,400,5.48,1.5*threshold,43,164
50,400,5.48,1.5*threshold,43,166
50,400,5.48,1.5*threshold,43,169
50,400,5.48,1.5*threshold,43,171
50,400,5.48,1.5*threshold,43,174
50,400,5.48,1.5*threshold,43,176
50,400,5.48,1.5*threshold,43,179
50,400,5.48,1.5*threshold,43,181
50,400,5.48,1.5*threshold,43,184
50,400,5.48,1.5*threshold,43,186
50,400,5.48,1.5*threshold,43,189
50,400,5.48,1.5*threshold,43,191
50,400,5.48,1.5*threshold,43,194
50,400,5.48,1.5*threshold,43,196
50,400,5.48,1.5*threshold,43,199
50,400,5.48,1.5*threshold,43,201
50,400,5.48,1.5*threshold,43,204
50,400,5.48,1.5*threshold,43,206
50,400,5.48,1.5*threshold,43,209
50,400,5.48,1.5*threshold,43,211
50,400,5.48,1.5*threshold,43,214
50,400,5.48,1.5*threshold,43,216
50,400,5.48,1.5*threshold,43,219
50,400,5.48,1.5*threshold,43,221
50,400,5.48,1.5*threshold,43,224
50,400,5.48,1.5*threshold,43,226
50,400,5.48,1.5*threshold,43,229
50,400,5.48,1.5*threshold,43,231
50,400,5.48,1.5*threshold,43,234
50,400,5.48,1.5*threshold,43,236
50,400,5.48,1.5*threshold,43,239
50,400,5.48,1.5*threshold,43,241
50,400,5.48,1.5*threshold,43,244
50,400,5.48,1.5*threshold,43,246
50,400,5.48,1.5*threshold,43,249
50,400,5.48,1.5*threshold,43,251
50,400,5.48,1.5*threshold,43,254
50,400,5.48,1.5*threshold,43,256
50,400,5.48,1.5*threshold,43,259
50,400,5.48,1.5*threshold,43,261
50,400,5.48,1.5*threshold,43,264
50,400,5.48,1.5*threshold,43,266
50,400,5.48,1.5*threshold,43,269
50,400,5.48,1.5*threshold,43,271
50,400,5.48,1.5*threshold,43,274
50,400,5.48,1.5*threshold,43,276
50,400,5.48,1.5*threshold,43,279
50,400,5.48,1.5*threshold,43,281
50,400,5.48,1.5*threshold,43,284
50,400,5.48,1.5*threshold,43,286
50,400,5.48,1.5*threshold,43,289
50,400,5.48,1.5*threshold,43,291
50,400,5.48,1.5*threshold,43,294
50,400,5.48,1.5*threshold,43,296
50,400,5.48,1.5*threshold,44,1
50,400,5.48,1.5*threshold,44,4
50,400,5.48,1.5*threshold,44,6
50,400,5.48,1.5*threshold,44,9
50,400,5.48,1.5*threshold,44,11
50,400,5.48,1.5*threshold,44,14
50,400,5.48,1.5*threshold,44,16
50,400,5.48,1.5*threshold,44,19
50,400,5.48,1.5*threshold,44,21
50,400,5.48,1.5*threshold,44,24
50,400,5.48,1.5*threshold,44,26
50,400,5.48,1.5*threshold,44,29
50,400,5.48,1.5*threshold,44,31
50,400,5.48,1.5*threshold,44,34
50,400,5.48,1.5*threshold,44,36
50,400,5.48,1.5*threshold,44,39
50,400,5.48,1.5*threshold,44,41
50,400,5.48,1.5*threshold,44,44
50,400,5.48,1.5*threshold,44,46
50,400,5.48,1.5*threshold,44,49
50,400,5.48,1.5*threshold,44,51
50,400,5.48,1.5*threshold,44,54
50,400,5.48,1.5*threshold,44,56
50,400,5.48,1.5*threshold,44,59
50,400,5.48,1.5*threshold,44,61
50,400,5.48,1.5*threshold,44,64
50,400,5.48,1.5*threshold,44,66
50,400,5.48,1.5*threshold,44,69
50,400,5.48,1.5*threshold,44,71
50,400,5.48,1.5*threshold,44,74
50,400,5.48,1.5*threshold,44,76
50,400,5.48,1.5*threshold,44,79
50,400,5.48,1.5*threshold,44,81
50,400,5.48,1.5*threshold,44,84
50,400,5.48,1.5*threshold,44,86
50,400,5.48,1.5*threshold,44,89
50,400,5.48,1.5*threshold,44,91
50,400,5.48,1.5*threshold,44,94
50,400,5.48,1.5*threshold,44,96
50,400,5.48,1.5*threshold,44,99
50,400,5.48,1.5*threshold,44,101
50,400,5.48,1.5*threshold,44,104
50,400,5.48,1.5*threshold,44,106
50,400,5.48,1.5*threshold,44,109
50,400,5.48,1.5*threshold,44,111
50,400,5.48,1.5*threshold,44,114
50,400,5.48,1.5*threshold,44,116
50,400,5.48,1.5*threshold,44,119
50,400,5.48,1.5*threshold,44,121
50,400,5.48,1.5*threshold,44,124
50,400,5.48,1.5*threshold,44,126
50,400,5.48,1.5*threshold,44,129
50,400,5.48,1.5*threshold,44,131
50,400,5.48,1.5*threshold,44,134
50,400,5.48,1.5*threshold,44,136
50,400,5.48,1.5*threshold,44,139
50,400,5.48,1.5*threshold,44,141
50,400,5.48,1.5*threshold,44,144
50,400,5.48,1.5*threshold,44,146
50,400,5.48,1.5*threshold,44,149
50,400,5.48,1.5*threshold,44,151
50,400,5.48,1.5*threshold,44,154
50,400,5.48,1.5*threshold,44,156
50,400,5.48,1.5*threshold,44,159
50,400,5.48,1.5*threshold,44,161
50,400,5.48,1.5*threshold,44,164
50,400,5.48,1.5*threshold,44,166
50,400,5.48,1.5*threshold,44,169
50,400,5.48,1.5*threshold,44,171
50,400,5.48,1.5*threshold,44,174
50,400,5.48,1.5*threshold,44,176
50,400,5.48,1.5*threshold,44,179
50,400,5.48,1.5*threshold,44,181
50,400,5.48,1.5*threshold,44,184
50,400,5.48,1.5*threshold,44,186
50,400,5.48,1.5*threshold,44,189
50,400,5.48,1.5*threshold,44,191
50,400,5.48,1.5*threshold,44,194
50,400,5.48,1.5*threshold,44,196
50,400,5.48,1.5*threshold,44,199
50,400,5.48,1.5*threshold,44,201
50,400,5.48,1.5*threshold,44,204
50,400,5.48,1.5*threshold,44,206
50,400,5.48,1.5*threshold,44,209
50,400,5.48,1.5*threshold,44,211
50,400,5.48,1.5*threshold,44,214
50,400,5.48,1.5*threshold,44,216
50,400,5.48,1.5*threshold,44,219
50,400,5.48,1.5*threshold,44,221
50,400,5.48,1.5*threshold,44,224
50,400,5.48,1.5*threshold,44,226
50,400,5.48,1.5*threshold,44,229
50,400,5.48,1.5*threshold,44,231
50,400,5.48,1.5*threshold,44,234
50,400,5.48,1.5*threshold,44,236
50,400,5.48,1.5*threshold,44,239
50,400,5.48,1.5*threshold,44,241
50,400,5.48,1.5*threshold,44,244
50,400,5.48,1.5*threshold,44,246
50,400,5.48,1.5*threshold,44,249
50,400,5.48,1.5*threshold,44,251
50,400,5.48,1.5*threshold,44,254
50,400,5.48,1.5*threshold,44,256
50,400,5.48,1.5*threshold,44,259
50,400,5.48,1.5*threshold,44,261
50,400,5.48,1.5*threshold,44,264
50,400,5.48,1.5*threshold,44,266
50,400,5.48,1.5*threshold,44,269
50,400,5.48,1.5*threshold,44,271
50,400,5.48,1.5*threshold,44,274
50,400,5.48,1.5*threshold,44,276
50,400,5.48,1.5*threshold,44,279
50,400,5.48,1.5*threshold,44,281
50,400,5.48,1.5*threshold,44,284
50,400,5.48,1.5*threshold,44,286
50,400,5.48,1.5*threshold,44,289
50,400,5.48,1.5*threshold,44,291
50,400,5.48,1.5*threshold,44,294
50,400,5.48,1.5*threshold,44,296
50,400,5.48,1.5*threshold,45,1
50,400,5.48,1.5*threshold,45,4
50,400,5.48,1.5*threshold,45,6
50,400,5.48,1.5*threshold,45,9
50,400,5.48,1.5*threshold,45,11
50,400,5.48,1.5*threshold,45,14
50,400,5.48,1.5*threshold,45,16
50,400,5.48,1.5*threshold,45,19
50,400,5.48,1.5*threshold,45,21
50,400,5.48,1.5*threshold,45,24
50,400,5.48,1.5*threshold,45,26
50,400,5.48,1.5*threshold,45,29
50,400,5.48,1.5*threshold,45,31
50,400,5.48,1.5*threshold,45,34
50,400,5.48,1.5*threshold,45,36
50,400,5.48,1.5*threshold,45,39
50,400,5.48,1.5*threshold,45,41
50,400,5.48,1.5*threshold,45,44
50,400,5.48,1.5*threshold,45,46
50,400,5.48,1.5*threshold,45,49
50,400,5.48,1.5*threshold,45,51
50,400,5.48,1.5*threshold,45,54
50,400,5.48,1.5*threshold,45,56
50,400,5.48,1.5*threshold,45,59
50,400,5.48,1.5*threshold,45,61
50,400,5.48,1.5*threshold,45,64
50,400,5.48,1.5*threshold,45,66
50,400,5.48,1.5*threshold,45,69
50,400,5.48,1.5*threshold,45,71
50,400,5.48,1.5*threshold,45,74
50,400,5.48,1.5*threshold,45,76
50,400,5.48,1.5*threshold,45,79
50,400,5.48,1.5*threshold,45,81
50,400,5.48,1.5*threshold,45,84
50,400,5.48,1.5*threshold,45,86
50,400,5.48,1.5*threshold,45,89
50,400,5.48,1.5*threshold,45,91
50,400,5.48,1.5*threshold,45,94
50,400,5.48,1.5*threshold,45,96
50,400,5.48,1.5*threshold,45,99
50,400,5.48,1.5*threshold,45,101
50,400,5.48,1.5*threshold,45,104
50,400,5.48,1.5*threshold,45,106
50,400,5.48,1.5*threshold,45,109
50,400,5.48,1.5*threshold,45,111
50,400,5.48,1.5*threshold,45,114
50,400,5.48,1.5*threshold,45,116
50,400,5.48,1.5*threshold,45,119
50,400,5.48,1.5*threshold,45,121
50,400,5.48,1.5*threshold,45,124
50,400,5.48,1.5*threshold,45,126
50,400,5.48,1.5*threshold,45,129
50,400,5.48,1.5*threshold,45,131
50,400,5.48,1.5*threshold,45,134
50,400,5.48,1.5*threshold,45,136
50,400,5.48,1.5*threshold,45,139
50,400,5.48,1.5*threshold,45,141
50,400,5.48,1.5*threshold,45,144
50,400,5.48,1.5*threshold,45,146
50,400,5.48,1.5*threshold,45,149
50,400,5.48,1.5*threshold,45,151
50,400,5.48,1.5*threshold,45,154
50,400,5.48,1.5*threshold,45,156
50,400,5.48,1.5*threshold,45,159
50,400,5.48,1.5*threshold,45,161
50,400,5.48,1.5*threshold,45,164
50,400,5.48,1.5*threshold,45,166
50,400,5.48,1.5*threshold,45,169
50,400,5.48,1.5*threshold,45,171
50,400,5.48,1.5*threshold,45,174
50,400,5.48,1.5*threshold,45,176
50,400,5.48,1.5*threshold,45,179
50,400,5.48,1.5*threshold,45,181
50,400,5.48,1.5*threshold,45,184
50,400,5.48,1.5*threshold,45,186
50,400,5.48,1.5*threshold,45,189
50,400,5.48,1.5*threshold,45,191
50,400,5.48,1.5*threshold,45,194
50,400,5.48,1.5*threshold,45,196
50,400,5.48,1.5*threshold,45,199
50,400,5.48,1.5*threshold,45,201
50,400,5.48,1.5*threshold,45,204
50,400,5.48,1.5*threshold,45,206
50,400,5.48,1.5*threshold,45,209
50,400,5.48,1.5*threshold,45,211
50,400,5.48,1.5*threshold,45,214
50,400,5.48,1.5*threshold,45,216
50,400,5.48,1.5*threshold,45,219
50,400,5.48,1.5*threshold,45,221
50,400,5.48,1.5*threshold,45,224
50,400,5.48,1.5*threshold,45,226
50,400,5.48,1.5*threshold,45,229
50,400,5.48,1.5*threshold,45,231
50,400,5.48,1.5*threshold,45,234
50,400,5.48,1.5*threshold,45,236
50,400,5.48,1.5*threshold,45,239
50,400,5.48,1.5*threshold,45,241
50,400,5.48,1.5*threshold,45,244
50,400,5.48,1.5*threshold,45,246
50,400,5.48,1.5*threshold,45,249
50,400,5.48,1.5*threshold,45,251
50,400,5.48,1.5*threshold,45,254
50,400,5.48,1.5*threshold,45,256
50,400,5.48,1.5*threshold,45,259
50,400,5.48,1.5*threshold,45,261
50,400,5.48,1.5*threshold,45,264
50,400,5.48,1.5*threshold,45,266
50,400,5.48,1.5*threshold,45,269
50,400,5.48,1.5*threshold,45,271
50,400,5.48,1.5*threshold,45,274
50,400,5.48,1.5*threshold,45,276
50,400,5.48,1.5*threshold,45,279
50,400,5.48,1.5*threshold,45,281
50,400,5.48,1.5*threshold,45,284
50,400,5.48,1.5*threshold,45,286
50,400,5.48,1.5*threshold,45,289
50,400,5.48,1.5*threshold,45,291
50,400,5.48,1.5*threshold,45,294
50,400,5.48,1.5*threshold,45,296
50,400,5.48,1.5*threshold,46,1
50,400,5.48,1.5*threshold,46,4
50,400,5.48,1.5*threshold,46,6
50,400,5.48,1.5*threshold,46,9
50,400,5.48,1.5*threshold,46,11
50,400,5.48,1.5*threshold,46,14
50,400,5.48,1.5*threshold,46,16
50,400,5.48,1.5*threshold,46,19
50,400,5.48,1.5*threshold,46,21
50,400,5.48,1.5*threshold,46,24
50,400,5.48,1.5*threshold,46,26
50,400,5.48,1.5*threshold,46,29
50,400,5.48,1.5*threshold,46,31
50,400,5.48,1.5*threshold,46,34
50,400,5.48,1.5*threshold,46,36
50,400,5.48,1.5*threshold,46,39
50,400,5.48,1.5*threshold,46,41
50,400,5.48,1.5*threshold,46,44
50,400,5.48,1.5*threshold,46,46
50,400,5.48,1.5*threshold,46,49
50,400,5.48,1.5*threshold,46,51
50,400,5.48,1.5*threshold,46,54
50,400,5.48,1.5*threshold,46,56
50,400,5.48,1.5*threshold,46,59
50,400,5.48,1.5*threshold,46,61
50,400,5.48,1.5*threshold,46,64
50,400,5.48,1.5*threshold,46,66
50,400,5.48,1.5*threshold,46,69
50,400,5.48,1.5*threshold,46,71
50,400,5.48,1.5*threshold,46,74
50,400,5.48,1.5*threshold,46,76
50,400,5.48,1.5*threshold,46,79
50,400,5.48,1.5*threshold,46,81
50,400,5.48,1.5*threshold,46,84
50,400,5.48,1.5*threshold,46,86
50,400,5.48,1.5*threshold,46,89
50,400,5.48,1.5*threshold,46,91
50,400,5.48,1.5*threshold,46,94
50,400,5.48,1.5*threshold,46,96
50,400,5.48,1.5*threshold,46,99
50,400,5.48,1.5*threshold,46,101
50,400,5.48,1.5*threshold,46,104
50,400,5.48,1.5*threshold,46,106
50,400,5.48,1.5*threshold,46,109
50,400,5.48,1.5*threshold,46,111
50,400,5.48,1.5*threshold,46,114
50,400,5.48,1.5*threshold,46,116
50,400,5.48,1.5*threshold,46,119
50,400,5.48,1.5*threshold,46,121
50,400,5.48,1.5*threshold,46,124
50,400,5.48,1.5*threshold,46,126
50,400,5.48,1.5*threshold,46,129
50,400,5.48,1.5*threshold,46,131
50,400,5.48,1.5*threshold,46,134
50,400,5.48,1.5*threshold,46,136
50,400,5.48,1.5*threshold,46,139
50,400,5.48,1.5*threshold,46,141
50,400,5.48,1.5*threshold,46,144
50,400,5.48,1.5*threshold,46,146
50,400,5.48,1.5*threshold,46,149
50,400,5.48,1.5*threshold,46,151
50,400,5.48,1.5*threshold,46,154
50,400,5.48,1.5*threshold,46,156
50,400,5.48,1.5*threshold,46,159
50,400,5.48,1.5*threshold,46,161
50,400,5.48,1.5*threshold,46,164
50,400,5.48,1.5*threshold,46,166
50,400,5.48,1.5*threshold,46,169
50,400,5.48,1.5*threshold,46,171
50,400,5.48,1.5*threshold,46,174
50,400,5.48,1.5*threshold,46,176
50,400,5.48,1.5*threshold,46,179
50,400,5.48,1.5*threshold,46,181
50,400,5.48,1.5*threshold,46,184
50,400,5.48,1.5*threshold,46,186
50,400,5.48,1.5*threshold,46,189
50,400,5.48,1.5*threshold,46,191
50,400,5.48,1.5*threshold,46,194
50,400,5.48,1.5*threshold,46,196
50,400,5.48,1.5*threshold,46,199
50,400,5.48,1.5*threshold,46,201
50,400,5.48,1.5*threshold,46,204
50,400,5.48,1.5*threshold,46,206
50,400,5.48,1.5*threshold,46,209
50,400,5.48,1.5*threshold,46,211
50,400,5.48,1.5*threshold,46,214
50,400,5.48,1.5*threshold,46,216
50,400,5.48,1.5*threshold,46,219
50,400,5.48,1.5*threshold,46,221
50,400,5.48,1.5*threshold,46,224
50,400,5.48,1.5*threshold,46,226
50,400,5.48,1.5*threshold,46,229
50,400,5.48,1.5*threshold,46,231
50,400,5.48,1.5*threshold,46,234
50,400,5.48,1.5*threshold,46,236
50,400,5.48,1.5*threshold,46,239
50,400,5.48,1.5*threshold,46,241
50,400,5.48,1.5*threshold,46,244
50,400,5.48,1.5*threshold,46,246
50,400,5.48,1.5*threshold,46,249
50,400,5.48,1.5*threshold,46,251
50,400,5.48,1.5*threshold,46,254
50,400,5.48,1.5*threshold,46,256
50,400,5.48,1.5*threshold,46,259
50,400,5.48,1.5*threshold,46,261
50,400,5.48,1.5*threshold,46,264
50,400,5.48,1.5*threshold,46,266
50,400,5.48,1.5*threshold,46,269
50,400,5.48,1.5*threshold,46,271
50,400,5.48,1.5*threshold,46,274
50,400,5.48,1.5*threshold,46,276
50,400,5.48,1.5*threshold,46,279
50,400,5.48,1.5*threshold,46,281
50,400,5.48,1.5*threshold,46,284
50,400,5.48,1.5*threshold,46,286
50,400,5.48,1.5*threshold,46,289
50,400,5.48,1.5*threshold,46,291
50,400,5.48,1.5*threshold,46,294
50,400,5.48,1.5*threshold,46,296
50,400,5.48,1.5*threshold,47,1
50,400,5.48,1.5*threshold,47,4
50,400,5.48,1.5*threshold,47,6
50,400,5.48,1.5*threshold,47,9
50,400,5.48,1.5*threshold,47,11
50,400,5.48,1.5*threshold,47,14
50,400,5.48,1.5*threshold,47,16
50,400,5.48,1.5*threshold,47,19
50,400,5.48,1.5*threshold,47,21
50,400,5.48,1.5*threshold,47,24
50,400,5.48,1.5*threshold,47,26
50,400,5.48,1.5*threshold,47,29
50,400,5.48,1.5*threshold,47,31
50,400,5.48,1.5*threshold,47,34
50,400,5.48,1.5*threshold,47,36
50,400,5.48,1.5*threshold,47,39
50,400,5.48,1.5*threshold,47,41
50,400,5.48,1.5*threshold,47,44
50,400,5.48,1.5*threshold,47,46
50,400,5.48,1.5*threshold,47,49
50,400,5.48,1.5*threshold,47,51
50,400,5.48,1.5*threshold,47,54
50,400,5.48,1.5*threshold,47,56
50,400,5.48,1.5*threshold,47,59
50,400,5.48,1.5*threshold,47,61
