phase duration (us),pulse form,threshold
40,mono,3.1659507751464843e-06
50,mono,2.6944541931152346e-06
100,mono,1.6985321044921872e-06
50,bi,3.653640747070313e-06
200,bi,1.2041473388671875e-06
400,bi,8.752441406249999e-07
