interpulse interval,minimum required amplitude,threshold
0.001,0.0,0.0002975114440917969
0.0010083333333333333,0.0,0.0002975114440917969
0.0010166666666666666,0.0,0.0002975114440917969
0.0010249999999999999,0.0,0.0002975114440917969
0.0010333333333333334,0.0,0.0002975114440917969
0.0010416666666666669,0.0,0.0002975114440917969
0.0010500000000000002,0.0,0.0002975114440917969
0.0010583333333333334,0.0,0.0002975114440917969
0.0010666666666666667,0.0,0.0002975114440917969
0.001075,0.0,0.0002975114440917969
0.0010833333333333333,0.0,0.0002975114440917969
0.0010916666666666666,0.0,0.0002975114440917969
0.0011,0.0,0.0002975114440917969
0.0011083333333333333,0.0,0.0002975114440917969
0.0011166666666666666,0.0,0.0002975114440917969
0.0011250000000000001,0.0,0.0002975114440917969
0.0011333333333333334,0.0,0.0002975114440917969
0.0011416666666666667,0.0,0.0002975114440917969
0.00115,0.00032990024699101927,0.0002975114440917969
0.0011583333333333333,0.00032936612710509505,0.0002975114440917969
0.0011666666666666668,0.00032877738938223044,0.0002975114440917969
0.001175,0.00032826454917303635,0.0002975114440917969
0.0011833333333333333,0.0003277623488022073,0.0002975114440917969
0.0011916666666666666,0.00032720836788466837,0.0002975114440917969
0.0012,0.0003267260285454541,0.0002975114440917969
0.0012083333333333332,0.00032625291039948927,0.0002975114440917969
0.001216666666666667,0.0003257308489970456,0.0002975114440917969
0.0012250000000000002,0.0003252754639150226,0.0002975114440917969
0.0012333333333333335,0.00032482859070369157,0.0002975114440917969
0.0012416666666666667,0.00032433561152611217,0.0002975114440917969
0.00125,0.0003239057620561652,0.0002975114440917969
0.0012583333333333333,0.00032348300581179506,0.0002975114440917969
0.0012666666666666666,0.00032301627156884936,0.0002975114440917969
0.0012749999999999999,0.0003226091204207477,0.0002975114440917969
0.0012833333333333332,0.00032220906249822296,0.0002975114440917969
0.0012916666666666669,0.0003217671545447956,0.0002975114440917969
0.0013000000000000002,0.0003213812830734241,0.0002975114440917969
0.0013083333333333334,0.0003210017955050717,0.0002975114440917969
0.0013166666666666667,0.00032058187655093206,0.0002975114440917969
0.001325,0.0003202151567886177,0.0002975114440917969
0.0013333333333333333,0.0003198548209293222,0.0002975114440917969
0.0013416666666666668,0.0003194561816519126,0.0002975114440917969
0.00135,0.00031910790427609753,0.0002975114440917969
0.0013583333333333334,0.0003187645921581862,0.0002975114440917969
0.0013666666666666666,0.00031838510458983367,0.0002975114440917969
0.001375,0.0003180531416328449,0.0002975114440917969
0.0013833333333333334,0.00031772685325631754,0.0002975114440917969
0.0013916666666666667,0.0003173650987519067,0.0002975114440917969
0.0014,0.0003170494502137444,0.0002975114440917969
0.0014083333333333333,0.0003167380576109281,0.0002975114440917969
0.0014166666666666668,0.0003163933268479014,0.0002975114440917969
0.001425,0.00031609115543833463,0.0002975114440917969
0.0014333333333333333,0.00031579394928667165,0.0002975114440917969
0.0014416666666666666,0.00031546482361991375,0.0002975114440917969
0.00145,0.00031517683866150035,0.0002975114440917969
0.0014583333333333332,0.00031489310963843305,0.0002975114440917969
0.001466666666666667,0.00031457887974538606,0.0002975114440917969
0.0014750000000000002,0.0003143036625930109,0.0002975114440917969
0.0014833333333333335,0.00031403199205342394,0.0002975114440917969
0.0014916666666666667,0.0003137312392889725,0.0002975114440917969
0.0015,0.00031346737129752,0.0002975114440917969
0.001675,0.00030851204390965,0.0002975114440917969
0.00185,0.0003047483784186625,0.0002975114440917969
0.002025,0.00030182526015851174,0.0002975114440917969
0.0022,0.0002995164152333018,0.0002975114440917969
0.002375,0.00029767004861569154,0.0002975114440917969
0.0025499999999999997,0.0002961804712445882,0.0002975114440917969
0.0027249999999999996,0.00029496965763864863,0.0002975114440917969
0.0029,0.0002939794433481438,0.0002975114440917969
0.003075,0.00029316585037449843,0.0002975114440917969
0.0032500000000000003,0.0002924948312349443,0.0002975114440917969
0.003425,0.0002919401409948477,0.0002975114440917969
0.0036,0.0002914804999774787,0.0002975114440917969
0.003775,0.0002910981751188956,0.0002975114440917969
0.0039499999999999995,0.0002907803986130603,0.0002975114440917969
0.004125,0.00029051511197649235,0.0002975114440917969
0.0043,0.00029029451266105745,0.0002975114440917969
0.004475,0.0002901100887960637,0.0002975114440917969
0.0046500000000000005,0.0002899554564784921,0.0002975114440917969
0.004824999999999999,0.0002898263597729965,0.0002975114440917969
