measurement_node,electrode distance (um),model,stimulus amplitude (uA),latency (ms),amplitude level
946,300,imennov_09,1.8325303730211764,2.503,1.4210526315789473
946,300,imennov_09,2.1040163542094987,2.497,1.631578947368421
946,300,imennov_09,2.3755023353978215,2.4929999999999994,1.842105263157895
946,300,imennov_09,2.646988316586143,2.49,2.052631578947368
946,300,imennov_09,2.9184742977744658,2.4879999999999995,2.263157894736842
946,300,imennov_09,3.1899602789627886,2.4859999999999993,2.473684210526316
946,300,imennov_09,3.461446260151111,2.484,2.6842105263157894
946,300,imennov_09,3.7329322413394332,2.483,2.894736842105263
946,300,imennov_09,4.004418222527756,2.4819999999999998,3.1052631578947363
946,300,imennov_09,4.275904203716078,2.481,3.3157894736842106
946,300,imennov_09,4.5473901849044,2.4799999999999995,3.526315789473684
946,300,imennov_09,4.818876166092723,2.4789999999999996,3.7368421052631575
946,300,imennov_09,5.090362147281045,2.4789999999999996,3.9473684210526314
946,300,imennov_09,5.361848128469369,2.478,4.157894736842105
946,300,imennov_09,5.6333341096576905,2.478,4.368421052631579
946,300,imennov_09,5.904820090846012,2.477,4.578947368421052
946,300,imennov_09,6.176306072034334,2.477,4.789473684210526
946,300,imennov_09,6.447792053222657,2.477,5.0
946,500,imennov_09,3.693485260009765,2.615999999999999,1.0
946,500,imennov_09,4.471061104222348,2.5149999999999997,1.2105263157894737
946,500,imennov_09,5.248636948434929,2.5059999999999993,1.4210526315789473
946,500,imennov_09,6.026212792647511,2.4989999999999997,1.631578947368421
946,500,imennov_09,6.803788636860094,2.4949999999999997,1.8421052631578947
946,500,imennov_09,7.581364481072675,2.491,2.052631578947368
946,500,imennov_09,8.358940325285259,2.4879999999999995,2.263157894736842
946,500,imennov_09,9.13651616949784,2.4859999999999993,2.473684210526316
946,500,imennov_09,9.914092013710423,2.484,2.6842105263157894
946,500,imennov_09,10.691667857923004,2.4819999999999998,2.894736842105263
946,500,imennov_09,11.469243702135586,2.481,3.1052631578947367
946,500,imennov_09,12.246819546348169,2.4789999999999996,3.3157894736842106
946,500,imennov_09,13.02439539056075,2.478,3.526315789473684
946,500,imennov_09,13.801971234773331,2.477,3.7368421052631575
946,500,imennov_09,14.579547078985915,2.477,3.9473684210526314
946,500,imennov_09,15.357122923198498,2.476,4.157894736842105
946,500,imennov_09,16.134698767411077,2.4749999999999996,4.368421052631579
946,500,imennov_09,16.91227461162366,2.4749999999999996,4.578947368421052
946,500,imennov_09,17.68985045583624,2.4739999999999998,4.789473684210526
946,500,imennov_09,18.467426300048828,2.4739999999999998,5.000000000000001
946,700,imennov_09,9.08966064453125,2.516,1.2105263157894737
946,700,imennov_09,10.670471191406248,2.5049999999999994,1.4210526315789473
946,700,imennov_09,12.25128173828125,2.4989999999999997,1.631578947368421
946,700,imennov_09,13.83209228515625,2.4929999999999994,1.8421052631578947
946,700,imennov_09,15.412902832031246,2.489,2.052631578947368
946,700,imennov_09,16.99371337890625,2.4859999999999993,2.263157894736842
946,700,imennov_09,18.57452392578125,2.483,2.473684210526316
946,700,imennov_09,20.15533447265625,2.481,2.6842105263157894
946,700,imennov_09,21.736145019531246,2.4789999999999996,2.894736842105263
946,700,imennov_09,23.316955566406246,2.478,3.1052631578947367
946,700,imennov_09,24.89776611328125,2.476,3.3157894736842106
946,700,imennov_09,26.478576660156246,2.4749999999999996,3.526315789473684
946,700,imennov_09,28.059387207031246,2.4739999999999998,3.7368421052631575
946,700,imennov_09,29.64019775390625,2.4729999999999994,3.9473684210526314
946,700,imennov_09,31.22100830078125,2.4719999999999995,4.157894736842105
946,700,imennov_09,32.80181884765624,2.471,4.368421052631579
946,700,imennov_09,34.38262939453125,2.4699999999999998,4.578947368421052
946,700,imennov_09,35.96343994140624,2.4699999999999998,4.789473684210526
