measurement_node,electrode distance (um),model,stimulus amplitude (uA),latency (ms),amplitude level
946,700,imennov_09,37.54425048828124,2.469,4.999999999999999
946,1000,imennov_09,19.78608181602077,2.514,1.2105263157894737
946,1000,imennov_09,23.227139523154815,2.503,1.4210526315789473
946,1000,imennov_09,26.66819723028886,2.4949999999999997,1.631578947368421
946,1000,imennov_09,30.109254937422907,2.489,1.8421052631578947
946,1000,imennov_09,33.550312644556946,2.4849999999999994,2.052631578947368
946,1000,imennov_09,36.991370351690996,2.481,2.263157894736842
946,1000,imennov_09,40.432428058825046,2.478,2.473684210526316
946,1000,imennov_09,43.87348576595909,2.476,2.6842105263157894
946,1000,imennov_09,47.31454347309314,2.4739999999999998,2.894736842105263
946,1000,imennov_09,50.75560118022719,2.4719999999999995,3.1052631578947367
946,1000,imennov_09,54.19665888736124,2.4699999999999998,3.3157894736842106
946,1000,imennov_09,57.63771659449528,2.4679999999999995,3.526315789473684
946,1000,imennov_09,61.07877430162932,2.4669999999999996,3.7368421052631575
946,1000,imennov_09,64.51983200876337,2.4659999999999993,3.9473684210526314
946,1000,imennov_09,67.96088971589742,2.4650000000000003,4.157894736842105
946,1000,imennov_09,71.40194742303147,2.463,4.368421052631579
946,1000,imennov_09,74.84300513016551,2.4619999999999997,4.578947368421052
946,1000,imennov_09,78.28406283729956,2.461,4.789473684210526
946,1000,imennov_09,81.72512054443361,2.461,5.0
946,1500,imennov_09,40.39888381958009,2.568,1.0
946,1500,imennov_09,48.90391199212327,2.508,1.2105263157894737
946,1500,imennov_09,57.40894016466645,2.4949999999999997,1.4210526315789473
946,1500,imennov_09,65.91396833720961,2.4869999999999997,1.6315789473684208
946,1500,imennov_09,74.4189965097528,2.4799999999999995,1.8421052631578947
946,1500,imennov_09,82.92402468229596,2.4749999999999996,2.052631578947368
946,1500,imennov_09,91.42905285483916,2.471,2.263157894736842
946,1500,imennov_09,99.93408102738233,2.4669999999999996,2.473684210526316
946,1500,imennov_09,108.43910919992551,2.464,2.6842105263157894
946,1500,imennov_09,116.94413737246867,2.461,2.894736842105263
946,1500,imennov_09,125.44916554501187,2.458999999999999,3.1052631578947367
946,1500,imennov_09,133.95419371755506,2.457,3.315789473684211
946,1500,imennov_09,142.4592218900982,2.4549999999999996,3.5263157894736836
946,1500,imennov_09,150.96425006264138,2.4529999999999994,3.736842105263157
946,1500,imennov_09,159.46927823518456,2.451,3.9473684210526314
946,1500,imennov_09,167.97430640772777,2.4499999999999997,4.157894736842105
946,1500,imennov_09,176.47933458027092,2.4479999999999995,4.368421052631579
946,1500,imennov_09,184.98436275281406,2.4459999999999993,4.578947368421052
946,1500,imennov_09,193.48939092535724,2.4450000000000003,4.789473684210526
946,1500,imennov_09,201.99441909790048,2.444,5.0
946,2000,imennov_09,76.92518234252933,2.5389999999999997,1.0
946,2000,imennov_09,93.1199575725355,2.4989999999999997,1.2105263157894737
946,2000,imennov_09,109.31473280254167,2.4859999999999993,1.4210526315789473
946,2000,imennov_09,125.50950803254786,2.477,1.631578947368421
946,2000,imennov_09,141.70428326255401,2.469,1.8421052631578947
946,2000,imennov_09,157.8990584925602,2.464,2.052631578947368
946,2000,imennov_09,174.09383372256636,2.458999999999999,2.263157894736842
946,2000,imennov_09,190.28860895257256,2.4549999999999996,2.473684210526316
946,2000,imennov_09,206.4833841825787,2.451,2.6842105263157894
946,2000,imennov_09,222.67815941258485,2.4479999999999995,2.894736842105263
946,2000,imennov_09,238.87293464259105,2.4450000000000003,3.1052631578947367
946,2000,imennov_09,255.06770987259728,2.4419999999999997,3.315789473684211
946,2000,imennov_09,271.2624851026034,2.4399999999999995,3.526315789473684
946,2000,imennov_09,287.45726033260956,2.437,3.7368421052631575
946,2000,imennov_09,303.65203556261577,2.4349999999999996,3.9473684210526314
946,2000,imennov_09,319.84681079262197,2.4329999999999994,4.157894736842105
946,2000,imennov_09,336.04158602262805,2.431,4.368421052631579
946,2000,imennov_09,352.23636125263425,2.429,4.578947368421052
946,2000,imennov_09,368.4311364826404,2.4269999999999996,4.789473684210526
946,2000,imennov_09,384.62591171264665,2.4250000000000003,5.0
946,3000,imennov_09,187.58631497621536,2.503,1.0
946,3000,imennov_09,227.07817076068173,2.478,1.2105263157894737
946,3000,imennov_09,266.5700265451481,2.464,1.4210526315789473
946,3000,imennov_09,306.06188232961455,2.4539999999999997,1.631578947368421
946,3000,imennov_09,345.55373811408094,2.4459999999999993,1.842105263157895
946,3000,imennov_09,385.0455938985472,2.438999999999999,2.052631578947368
946,3000,imennov_09,424.5374496830137,2.4329999999999994,2.263157894736842
946,3000,imennov_09,464.0293054674801,2.4279999999999995,2.473684210526316
946,3000,imennov_09,503.5211612519465,2.4229999999999996,2.68421052631579
946,3000,imennov_09,543.0130170364129,2.419,2.894736842105263
946,3000,imennov_09,582.5048728208792,2.4149999999999996,3.1052631578947367
946,3000,imennov_09,621.9967286053457,2.411,3.31578947368421
946,3000,imennov_09,661.4885843898121,2.4069999999999996,3.526315789473684
946,3000,imennov_09,700.9804401742783,2.404,3.7368421052631575
946,3000,imennov_09,740.4722959587449,2.4009999999999994,3.947368421052632
946,3000,imennov_09,779.9641517432112,2.398,4.157894736842105
946,3000,imennov_09,819.4560075276776,2.3949999999999996,4.368421052631579
946,3000,imennov_09,858.947863312144,2.392,4.578947368421052
946,3000,imennov_09,898.4397190966102,2.389,4.789473684210526
946,3000,imennov_09,937.9315748810768,2.386,5.0
946,5000,imennov_09,612.5799596309663,2.449,1.0
946,5000,imennov_09,741.5441616585381,2.429,1.2105263157894737
946,5000,imennov_09,870.50836368611,2.4129999999999994,1.4210526315789473
946,5000,imennov_09,999.4725657136818,2.4009999999999994,1.631578947368421
946,5000,imennov_09,1128.4367677412536,2.3899999999999997,1.8421052631578947
946,5000,imennov_09,1257.4009697688255,2.3809999999999993,2.052631578947368
946,5000,imennov_09,1386.3651717963974,2.372,2.263157894736842
946,5000,imennov_09,1515.3293738239693,2.364,2.473684210526316
946,5000,imennov_09,1644.2935758515412,2.3569999999999998,2.6842105263157894
946,5000,imennov_09,1773.2577778791128,2.3499999999999996,2.894736842105263
946,5000,imennov_09,1902.2219799066847,2.3429999999999995,3.1052631578947367
946,5000,imennov_09,2031.1861819342566,2.3359999999999994,3.3157894736842106
946,5000,imennov_09,2160.1503839618285,2.3299999999999996,3.526315789473684
946,5000,imennov_09,2289.1145859894004,2.324,3.736842105263158
946,5000,imennov_09,2418.0787880169723,2.3179999999999996,3.9473684210526314
946,5000,imennov_09,2547.042990044544,2.312,4.157894736842105
946,5000,imennov_09,2676.0071920721157,2.307,4.368421052631579
946,5000,imennov_09,2804.9713940996876,2.301,4.578947368421052
946,5000,imennov_09,2933.9355961272595,2.2959999999999994,4.789473684210526
946,5000,imennov_09,3062.8997981548314,2.2909999999999995,5.0
