phase duration (us),pulse form,threshold
40,mono,3.6606597900390624e-05
50,mono,3.100631713867188e-05
100,mono,1.883979797363281e-05
50,bi,3.389366149902343e-05
200,bi,1.25555419921875e-05
400,bi,8.724136352539062e-06
