interpulse interval,minimum required amplitude,threshold
0.0017,0.0009776222904155478,0.0005173204803466797
0.0017033333333333334,0.0009734793396578426,0.0005173204803466797
0.0017066666666666667,0.0009679383434449847,0.0005173204803466797
0.00171,0.0009637651746778832,0.0005173204803466797
0.0017133333333333334,0.0009595741217827709,0.0005173204803466797
0.0017166666666666667,0.0009539517219527625,0.0005173204803466797
0.00172,0.0006077581722574906,0.0005173204803466797
0.0017233333333333334,0.0006069188516291434,0.0005173204803466797
0.0017266666666666667,0.0006058951394740688,0.0005173204803466797
0.00173,0.0006051840912121406,0.0005173204803466797
0.0017333333333333335,0.0006045125113706489,0.0005173204803466797
0.0017366666666666665,0.0006036670238016086,0.0005173204803466797
0.00174,0.0006030645136958809,0.0005173204803466797
0.0017433333333333335,0.0006024854379647877,0.0005173204803466797
0.0017466666666666665,0.0006017441716934628,0.0005173204803466797
0.00175,0.000601208264547222,0.0005173204803466797
0.0017533333333333335,0.0006006883914467835,0.0005173204803466797
0.0017566666666666666,0.0006000155782171534,0.0005173204803466797
0.00176,0.0005995259231261116,0.0005173204803466797
0.0017633333333333335,0.0005990467518342485,0.0005173204803466797
0.0017666666666666666,0.0005984232741301642,0.0005173204803466797
0.00177,0.0005979669205188659,0.0005173204803466797
0.0017733333333333334,0.0005975185839304687,0.0005173204803466797
0.0017766666666666666,0.0005969327245646127,0.0005173204803466797
0.0017800000000000001,0.0005965016554101566,0.0005173204803466797
0.0017833333333333334,0.0005960773698904633,0.0005173204803466797
0.0017866666666666667,0.0005955211118399348,0.0005173204803466797
0.0017900000000000001,0.0005951103935897663,0.0005173204803466797
0.0017933333333333334,0.0005947058422802911,0.0005173204803466797
0.0017966666666666667,0.0005941736352984664,0.0005173204803466797
0.0018000000000000002,0.000593780184482239,0.0005173204803466797
0.001968421052631579,0.0005761526012047399,0.0005173204803466797
0.002136842105263158,0.0005631964755023547,0.0005173204803466797
0.002305263157894737,0.0005531943143920217,0.0005173204803466797
0.002473684210526316,0.000545229093792659,0.0005173204803466797
0.0026421052631578944,0.0005388987291710691,0.0005173204803466797
0.0028105263157894743,0.0005337758515372116,0.0005173204803466797
0.002978947368421053,0.0005296606520126261,0.0005173204803466797
0.0031473684210526318,0.0005263231037094555,0.0005173204803466797
0.0033157894736842108,0.0005235942324527058,0.0005173204803466797
0.0034842105263157893,0.0005213852342963948,0.0005173204803466797
0.0036526315789473687,0.0005195721537325881,0.0005173204803466797
0.0038210526315789473,0.0005180994882950472,0.0005173204803466797
0.003989473684210527,0.0005168932346954534,0.0005173204803466797
0.004157894736842105,0.000515898507161637,0.0005173204803466797
0.004326315789473684,0.0005150875544604788,0.0005173204803466797
0.004494736842105263,0.0005144165913130564,0.0005173204803466797
0.004663157894736842,0.0005138683502854291,0.0005173204803466797
0.004831578947368421,0.0005134132300622697,0.0005173204803466797
0.005,0.000513040746844399,0.0005173204803466797
