pulse rate,stimulus amplitude (uA),amplitude,run,spike times (us)
400,540.42,1*threshold,0,0.00082
400,540.42,1*threshold,0,0.00575
400,540.42,1*threshold,0,0.008339999999999998
400,540.42,1*threshold,0,0.013304999999999999
400,540.42,1*threshold,0,0.023264999999999997
400,540.42,1*threshold,0,0.02831
400,540.42,1*threshold,0,0.033269999999999994
400,540.42,1*threshold,0,0.04076
400,540.42,1*threshold,0,0.048319999999999995
400,540.42,1*threshold,0,0.06083999999999999
400,540.42,1*threshold,0,0.07075999999999999
400,540.42,1*threshold,0,0.075805
400,540.42,1*threshold,0,0.0808
400,540.42,1*threshold,0,0.08825
400,540.42,1*threshold,0,0.09333999999999999
400,540.42,1*threshold,0,0.100765
400,540.42,1*threshold,0,0.10581499999999999
400,540.42,1*threshold,0,0.11578
400,540.42,1*threshold,0,0.120775
400,540.42,1*threshold,0,0.12575999999999998
400,540.42,1*threshold,0,0.13325499999999998
400,540.42,1*threshold,0,0.14329
400,540.42,1*threshold,0,0.145865
400,540.42,1*threshold,0,0.16324999999999998
400,540.42,1*threshold,0,0.17078
400,540.42,1*threshold,0,0.17825
400,540.42,1*threshold,0,0.180835
400,540.42,1*threshold,0,0.188245
400,540.42,1*threshold,0,0.19327999999999998
400,540.42,1*threshold,0,0.19826999999999997
400,540.42,1*threshold,0,0.21076499999999998
400,540.42,1*threshold,0,0.21586499999999997
400,540.42,1*threshold,0,0.223235
400,540.42,1*threshold,0,0.22827499999999998
400,540.42,1*threshold,0,0.25825499999999996
400,540.42,1*threshold,0,0.26327
400,540.42,1*threshold,0,0.27579499999999996
400,540.42,1*threshold,0,0.278425
400,540.42,1*threshold,0,0.29075999999999996
400,540.42,1*threshold,0,0.29579999999999995
400,540.42,1*threshold,1,0.000765
400,540.42,1*threshold,1,0.0058
400,540.42,1*threshold,1,0.01078
400,540.42,1*threshold,1,0.020734999999999996
400,540.42,1*threshold,1,0.030804999999999996
400,540.42,1*threshold,1,0.033335
400,540.42,1*threshold,1,0.03825
400,540.42,1*threshold,1,0.045825
400,540.42,1*threshold,1,0.050769999999999996
400,540.42,1*threshold,1,0.055834999999999996
400,540.42,1*threshold,1,0.060774999999999996
400,540.42,1*threshold,1,0.06825999999999999
400,540.42,1*threshold,1,0.07325999999999999
400,540.42,1*threshold,1,0.09079
400,540.42,1*threshold,1,0.09576499999999999
400,540.42,1*threshold,1,0.10829
400,540.42,1*threshold,1,0.120805
400,540.42,1*threshold,1,0.125765
400,540.42,1*threshold,1,0.13826
400,540.42,1*threshold,1,0.145775
400,540.42,1*threshold,1,0.148365
400,540.42,1*threshold,1,0.15328499999999998
400,540.42,1*threshold,1,0.16582999999999998
400,540.42,1*threshold,1,0.17823999999999998
400,540.42,1*threshold,1,0.18328499999999998
400,540.42,1*threshold,1,0.195785
400,540.42,1*threshold,1,0.20076
400,540.42,1*threshold,1,0.20823999999999998
400,540.42,1*threshold,1,0.238275
400,540.42,1*threshold,1,0.24325999999999998
400,540.42,1*threshold,1,0.250795
400,540.42,1*threshold,1,0.255795
400,540.42,1*threshold,1,0.26336
400,540.42,1*threshold,1,0.27574
400,540.42,1*threshold,1,0.2858
400,540.42,1*threshold,1,0.290815
400,540.42,1*threshold,1,0.295755
400,540.42,1*threshold,2,0.00077
400,540.42,1*threshold,2,0.008239999999999999
400,540.42,1*threshold,2,0.015805
400,540.42,1*threshold,2,0.02078
400,540.42,1*threshold,2,0.030784999999999996
400,540.42,1*threshold,2,0.038325
400,540.42,1*threshold,2,0.040874999999999995
400,540.42,1*threshold,2,0.05082
400,540.42,1*threshold,2,0.055779999999999996
400,540.42,1*threshold,2,0.06576
400,540.42,1*threshold,2,0.07576999999999999
400,540.42,1*threshold,2,0.083285
400,540.42,1*threshold,2,0.08825
400,540.42,1*threshold,2,0.09326
400,540.42,1*threshold,2,0.09829999999999998
400,540.42,1*threshold,2,0.10082999999999999
400,540.42,1*threshold,2,0.11825999999999999
400,540.42,1*threshold,2,0.1258
400,540.42,1*threshold,2,0.13327499999999998
400,540.42,1*threshold,2,0.14575
400,540.42,1*threshold,2,0.15079499999999998
400,540.42,1*threshold,2,0.16574999999999998
400,540.42,1*threshold,2,0.170785
400,540.42,1*threshold,2,0.17825999999999997
400,540.42,1*threshold,2,0.18334499999999998
400,540.42,1*threshold,2,0.19327999999999998
400,540.42,1*threshold,2,0.20078
400,540.42,1*threshold,2,0.20575999999999997
400,540.42,1*threshold,2,0.223295
400,540.42,1*threshold,2,0.23074999999999998
400,540.42,1*threshold,2,0.23575999999999997
400,540.42,1*threshold,2,0.25082499999999996
400,540.42,1*threshold,2,0.25831
400,540.42,1*threshold,2,0.265765
400,540.42,1*threshold,2,0.27081999999999995
400,540.42,1*threshold,2,0.273395
400,540.42,1*threshold,2,0.280765
400,540.42,1*threshold,2,0.29079999999999995
400,540.42,1*threshold,3,0.00077
400,540.42,1*threshold,3,0.0057399999999999994
400,540.42,1*threshold,3,0.010759999999999999
400,540.42,1*threshold,3,0.013425
400,540.42,1*threshold,3,0.020765
400,540.42,1*threshold,3,0.025744999999999997
400,540.42,1*threshold,3,0.040784999999999995
400,540.42,1*threshold,3,0.04828999999999999
400,540.42,1*threshold,3,0.05836499999999999
400,540.42,1*threshold,3,0.063315
400,540.42,1*threshold,3,0.070795
400,540.42,1*threshold,3,0.080755
400,540.42,1*threshold,3,0.085865
400,540.42,1*threshold,3,0.09079499999999999
400,540.42,1*threshold,3,0.11575999999999999
400,540.42,1*threshold,3,0.12077999999999998
400,540.42,1*threshold,3,0.12578999999999999
400,540.42,1*threshold,3,0.13325499999999998
400,540.42,1*threshold,3,0.14079999999999998
400,540.42,1*threshold,3,0.145785
400,540.42,1*threshold,3,0.15581499999999998
400,540.42,1*threshold,3,0.16827499999999998
400,540.42,1*threshold,3,0.17329999999999998
400,540.42,1*threshold,3,0.18577999999999997
400,540.42,1*threshold,3,0.19077499999999997
400,540.42,1*threshold,3,0.195785
400,540.42,1*threshold,3,0.20579499999999998
400,540.42,1*threshold,3,0.21076499999999998
400,540.42,1*threshold,3,0.22328499999999998
400,540.42,1*threshold,3,0.228315
400,540.42,1*threshold,3,0.23828499999999997
400,540.42,1*threshold,3,0.2433
400,540.42,1*threshold,3,0.25081
400,540.42,1*threshold,3,0.255795
400,540.42,1*threshold,3,0.26826
400,540.42,1*threshold,3,0.280765
400,540.42,1*threshold,3,0.29329
400,540.42,1*threshold,4,0.0007799999999999999
400,540.42,1*threshold,4,0.005764999999999999
400,540.42,1*threshold,4,0.008374999999999999
400,540.42,1*threshold,4,0.013264999999999999
400,540.42,1*threshold,4,0.018279999999999998
