phase duration (us),pulse form,threshold
40,mono,1.8352890014648435e-06
50,mono,1.6044044494628906e-06
100,mono,1.153278350830078e-06
50,bi,1.8069648742675778e-06
200,bi,9.68971252441406e-07
400,bi,9.024238586425782e-07
