model_name,neuron_number,duration,spikes,nof_pulses
briaire_05,154,0.11108,0.002555,100
briaire_05,156,0.11108,0.002555,100
briaire_05,157,0.11108,0.002555,100
briaire_05,158,0.11108,0.002545,100
briaire_05,159,0.11108,0.0025499999999999997,100
briaire_05,170,0.11108,0.0025299999999999997,100
briaire_05,170,0.11108,0.0045899999999999995,100
briaire_05,170,0.11108,0.0065899999999999995,100
briaire_05,170,0.11108,0.008589999999999999,100
briaire_05,170,0.11108,0.010589999999999999,100
briaire_05,170,0.11108,0.012589999999999999,100
briaire_05,170,0.11108,0.014589999999999999,100
briaire_05,170,0.11108,0.016589999999999997,100
briaire_05,170,0.11108,0.01859,100
briaire_05,170,0.11108,0.020589999999999997,100
briaire_05,170,0.11108,0.02259,100
briaire_05,170,0.11108,0.024589999999999997,100
briaire_05,170,0.11108,0.02659,100
briaire_05,170,0.11108,0.028589999999999997,100
briaire_05,170,0.11108,0.030589999999999996,100
briaire_05,170,0.11108,0.032589999999999994,100
briaire_05,170,0.11108,0.034589999999999996,100
briaire_05,170,0.11108,0.03659,100
briaire_05,170,0.11108,0.03859,100
briaire_05,170,0.11108,0.040589999999999994,100
briaire_05,170,0.11108,0.042589999999999996,100
briaire_05,170,0.11108,0.04459,100
briaire_05,170,0.11108,0.04658999999999999,100
briaire_05,170,0.11108,0.048589999999999994,100
briaire_05,170,0.11108,0.050589999999999996,100
briaire_05,170,0.11108,0.05259,100
briaire_05,170,0.11108,0.05458999999999999,100
briaire_05,170,0.11108,0.056589999999999994,100
briaire_05,170,0.11108,0.058589999999999996,100
briaire_05,170,0.11108,0.06059,100
briaire_05,170,0.11108,0.06258999999999999,100
briaire_05,170,0.11108,0.06459,100
briaire_05,170,0.11108,0.06659,100
briaire_05,170,0.11108,0.06859,100
briaire_05,170,0.11108,0.07059,100
briaire_05,170,0.11108,0.07258999999999999,100
briaire_05,170,0.11108,0.07458999999999999,100
briaire_05,170,0.11108,0.07658999999999999,100
briaire_05,170,0.11108,0.07859,100
briaire_05,170,0.11108,0.08059,100
briaire_05,170,0.11108,0.08259,100
briaire_05,170,0.11108,0.08459,100
briaire_05,170,0.11108,0.08658999999999999,100
briaire_05,170,0.11108,0.08858999999999999,100
briaire_05,170,0.11108,0.09058999999999999,100
briaire_05,170,0.11108,0.09258999999999999,100
briaire_05,170,0.11108,0.09459,100
briaire_05,170,0.11108,0.09659,100
briaire_05,170,0.11108,0.09859,100
briaire_05,170,0.11108,0.10058999999999998,100
briaire_05,171,0.11108,0.0025299999999999997,100
briaire_05,171,0.11108,0.0045899999999999995,100
briaire_05,171,0.11108,0.0065899999999999995,100
briaire_05,171,0.11108,0.008589999999999999,100
briaire_05,171,0.11108,0.010589999999999999,100
briaire_05,171,0.11108,0.012589999999999999,100
briaire_05,171,0.11108,0.014589999999999999,100
briaire_05,171,0.11108,0.016589999999999997,100
briaire_05,171,0.11108,0.01859,100
briaire_05,171,0.11108,0.020589999999999997,100
briaire_05,171,0.11108,0.02259,100
briaire_05,171,0.11108,0.024589999999999997,100
briaire_05,171,0.11108,0.02659,100
briaire_05,171,0.11108,0.028589999999999997,100
briaire_05,171,0.11108,0.030589999999999996,100
briaire_05,171,0.11108,0.032589999999999994,100
briaire_05,171,0.11108,0.034589999999999996,100
briaire_05,171,0.11108,0.03659,100
briaire_05,171,0.11108,0.03859,100
briaire_05,171,0.11108,0.040589999999999994,100
briaire_05,171,0.11108,0.042589999999999996,100
briaire_05,171,0.11108,0.04459,100
briaire_05,171,0.11108,0.04658999999999999,100
briaire_05,171,0.11108,0.048589999999999994,100
briaire_05,171,0.11108,0.050589999999999996,100
briaire_05,171,0.11108,0.05259,100
briaire_05,171,0.11108,0.05458999999999999,100
briaire_05,171,0.11108,0.056589999999999994,100
briaire_05,171,0.11108,0.058589999999999996,100
briaire_05,171,0.11108,0.06059,100
briaire_05,171,0.11108,0.06258999999999999,100
briaire_05,171,0.11108,0.06459,100
briaire_05,171,0.11108,0.06659,100
briaire_05,171,0.11108,0.06859,100
briaire_05,171,0.11108,0.07059,100
briaire_05,171,0.11108,0.07258999999999999,100
briaire_05,171,0.11108,0.07458999999999999,100
briaire_05,171,0.11108,0.07658999999999999,100
briaire_05,171,0.11108,0.07859,100
briaire_05,171,0.11108,0.08059,100
briaire_05,171,0.11108,0.08259,100
briaire_05,171,0.11108,0.08459,100
briaire_05,171,0.11108,0.08658999999999999,100
briaire_05,171,0.11108,0.08858999999999999,100
briaire_05,171,0.11108,0.09058999999999999,100
briaire_05,171,0.11108,0.09258999999999999,100
briaire_05,171,0.11108,0.09459,100
briaire_05,171,0.11108,0.09659,100
briaire_05,171,0.11108,0.09859,100
briaire_05,171,0.11108,0.10058999999999998,100
briaire_05,172,0.11108,0.0025199999999999997,100
briaire_05,172,0.11108,0.004585,100
briaire_05,172,0.11108,0.006585,100
briaire_05,172,0.11108,0.008584999999999999,100
briaire_05,172,0.11108,0.010584999999999999,100
briaire_05,172,0.11108,0.012584999999999999,100
briaire_05,172,0.11108,0.014584999999999999,100
briaire_05,172,0.11108,0.016585,100
briaire_05,172,0.11108,0.018584999999999997,100
briaire_05,172,0.11108,0.020585,100
briaire_05,172,0.11108,0.022584999999999997,100
briaire_05,172,0.11108,0.024585,100
briaire_05,172,0.11108,0.026584999999999998,100
briaire_05,172,0.11108,0.028584999999999996,100
briaire_05,172,0.11108,0.030584999999999998,100
briaire_05,172,0.11108,0.032584999999999996,100
briaire_05,172,0.11108,0.034585,100
briaire_05,172,0.11108,0.036585,100
briaire_05,172,0.11108,0.038584999999999994,100
briaire_05,172,0.11108,0.040584999999999996,100
briaire_05,172,0.11108,0.042585,100
briaire_05,172,0.11108,0.04458499999999999,100
briaire_05,172,0.11108,0.046584999999999994,100
briaire_05,172,0.11108,0.048584999999999996,100
briaire_05,172,0.11108,0.050585,100
briaire_05,172,0.11108,0.05258499999999999,100
briaire_05,172,0.11108,0.054584999999999995,100
briaire_05,172,0.11108,0.056584999999999996,100
briaire_05,172,0.11108,0.058585,100
briaire_05,172,0.11108,0.06058499999999999,100
briaire_05,172,0.11108,0.06258499999999999,100
briaire_05,172,0.11108,0.06458499999999999,100
briaire_05,172,0.11108,0.06658499999999999,100
briaire_05,172,0.11108,0.068585,100
briaire_05,172,0.11108,0.070585,100
briaire_05,172,0.11108,0.072585,100
briaire_05,172,0.11108,0.074585,100
briaire_05,172,0.11108,0.07658499999999999,100
briaire_05,172,0.11108,0.07858499999999999,100
briaire_05,172,0.11108,0.08058499999999999,100
briaire_05,172,0.11108,0.08258499999999999,100
briaire_05,172,0.11108,0.084585,100
briaire_05,172,0.11108,0.086585,100
briaire_05,172,0.11108,0.088585,100
briaire_05,172,0.11108,0.090585,100
briaire_05,172,0.11108,0.09258499999999999,100
briaire_05,172,0.11108,0.09458499999999999,100
briaire_05,172,0.11108,0.09658499999999999,100
briaire_05,172,0.11108,0.09858499999999999,100
briaire_05,172,0.11108,0.100585,100
briaire_05,173,0.11108,0.0025599999999999998,100
briaire_05,174,0.11108,0.0026,100
briaire_05,175,0.11108,0.0025649999999999996,100
briaire_05,176,0.11108,0.002545,100
briaire_05,177,0.11108,0.002535,100
briaire_05,178,0.11108,0.002545,100
briaire_05,182,0.11108,0.002545,100
briaire_05,183,0.11108,0.002535,100
briaire_05,184,0.11108,0.002535,100
briaire_05,185,0.11108,0.0025399999999999997,100
briaire_05,185,0.11108,0.00671,100
briaire_05,185,0.11108,0.010615,100
briaire_05,185,0.11108,0.014624999999999999,100
briaire_05,185,0.11108,0.018625,100
briaire_05,185,0.11108,0.022625,100
briaire_05,185,0.11108,0.026625,100
briaire_05,185,0.11108,0.030624999999999996,100
briaire_05,185,0.11108,0.034624999999999996,100
briaire_05,185,0.11108,0.038625,100
briaire_05,185,0.11108,0.042624999999999996,100
briaire_05,185,0.11108,0.04662499999999999,100
briaire_05,185,0.11108,0.050624999999999996,100
briaire_05,185,0.11108,0.05462499999999999,100
briaire_05,185,0.11108,0.058625,100
briaire_05,185,0.11108,0.062625,100
briaire_05,185,0.11108,0.06662499999999999,100
briaire_05,185,0.11108,0.070625,100
briaire_05,185,0.11108,0.074625,100
briaire_05,185,0.11108,0.07862499999999999,100
briaire_05,185,0.11108,0.08262499999999999,100
briaire_05,185,0.11108,0.086625,100
briaire_05,185,0.11108,0.090625,100
briaire_05,185,0.11108,0.09462499999999999,100
briaire_05,185,0.11108,0.09862499999999999,100
briaire_05,186,0.11108,0.0025299999999999997,100
briaire_05,186,0.11108,0.005569999999999999,100
briaire_05,186,0.11108,0.00857,100
briaire_05,186,0.11108,0.011569999999999999,100
briaire_05,186,0.11108,0.014569999999999998,100
briaire_05,186,0.11108,0.01757,100
briaire_05,186,0.11108,0.020569999999999998,100
briaire_05,186,0.11108,0.023569999999999997,100
briaire_05,186,0.11108,0.026569999999999996,100
briaire_05,186,0.11108,0.02957,100
briaire_05,186,0.11108,0.032569999999999995,100
briaire_05,186,0.11108,0.03557,100
briaire_05,186,0.11108,0.03856999999999999,100
briaire_05,186,0.11108,0.041569999999999996,100
briaire_05,186,0.11108,0.04457,100
briaire_05,186,0.11108,0.047569999999999994,100
briaire_05,186,0.11108,0.05057,100
briaire_05,186,0.11108,0.05356999999999999,100
briaire_05,186,0.11108,0.056569999999999995,100
briaire_05,186,0.11108,0.05957,100
briaire_05,186,0.11108,0.06257,100
briaire_05,186,0.11108,0.06556999999999999,100
briaire_05,186,0.11108,0.06856999999999999,100
briaire_05,186,0.11108,0.07157,100
briaire_05,186,0.11108,0.07457,100
briaire_05,186,0.11108,0.07757,100
briaire_05,186,0.11108,0.08056999999999999,100
briaire_05,186,0.11108,0.08356999999999999,100
briaire_05,186,0.11108,0.08657,100
briaire_05,186,0.11108,0.08957,100
briaire_05,186,0.11108,0.09256999999999999,100
briaire_05,186,0.11108,0.09556999999999999,100
briaire_05,186,0.11108,0.09856999999999999,100
briaire_05,186,0.11108,0.10157,100
briaire_05,187,0.11108,0.002525,100
briaire_05,187,0.11108,0.004585,100
briaire_05,187,0.11108,0.006585,100
briaire_05,187,0.11108,0.008584999999999999,100
briaire_05,187,0.11108,0.010584999999999999,100
briaire_05,187,0.11108,0.012584999999999999,100
briaire_05,187,0.11108,0.014584999999999999,100
briaire_05,187,0.11108,0.016585,100
briaire_05,187,0.11108,0.018584999999999997,100
briaire_05,187,0.11108,0.020585,100
briaire_05,187,0.11108,0.022584999999999997,100
briaire_05,187,0.11108,0.024585,100
briaire_05,187,0.11108,0.026584999999999998,100
briaire_05,187,0.11108,0.028584999999999996,100
briaire_05,187,0.11108,0.030584999999999998,100
briaire_05,187,0.11108,0.032584999999999996,100
briaire_05,187,0.11108,0.034585,100
briaire_05,187,0.11108,0.036585,100
briaire_05,187,0.11108,0.038584999999999994,100
briaire_05,187,0.11108,0.040584999999999996,100
briaire_05,187,0.11108,0.042585,100
briaire_05,187,0.11108,0.04458499999999999,100
briaire_05,187,0.11108,0.046584999999999994,100
briaire_05,187,0.11108,0.048584999999999996,100
briaire_05,187,0.11108,0.050585,100
briaire_05,187,0.11108,0.05258499999999999,100
briaire_05,187,0.11108,0.054584999999999995,100
briaire_05,187,0.11108,0.056584999999999996,100
briaire_05,187,0.11108,0.058585,100
briaire_05,187,0.11108,0.06058499999999999,100
briaire_05,187,0.11108,0.06258499999999999,100
briaire_05,187,0.11108,0.06458499999999999,100
briaire_05,187,0.11108,0.06658499999999999,100
briaire_05,187,0.11108,0.068585,100
briaire_05,187,0.11108,0.070585,100
briaire_05,187,0.11108,0.072585,100
briaire_05,187,0.11108,0.074585,100
briaire_05,187,0.11108,0.07658499999999999,100
briaire_05,187,0.11108,0.07858499999999999,100
briaire_05,187,0.11108,0.08058499999999999,100
briaire_05,187,0.11108,0.08258499999999999,100
briaire_05,187,0.11108,0.084585,100
briaire_05,187,0.11108,0.086585,100
briaire_05,187,0.11108,0.088585,100
briaire_05,187,0.11108,0.090585,100
briaire_05,187,0.11108,0.09258499999999999,100
briaire_05,187,0.11108,0.09458499999999999,100
briaire_05,187,0.11108,0.09658499999999999,100
briaire_05,187,0.11108,0.09858499999999999,100
briaire_05,187,0.11108,0.100585,100
briaire_05,188,0.11108,0.0025299999999999997,100
briaire_05,188,0.11108,0.004585,100
briaire_05,188,0.11108,0.006585,100
briaire_05,188,0.11108,0.008584999999999999,100
briaire_05,188,0.11108,0.010584999999999999,100
briaire_05,188,0.11108,0.012584999999999999,100
briaire_05,188,0.11108,0.014584999999999999,100
briaire_05,188,0.11108,0.016585,100
briaire_05,188,0.11108,0.018584999999999997,100
briaire_05,188,0.11108,0.020585,100
briaire_05,188,0.11108,0.022584999999999997,100
briaire_05,188,0.11108,0.024585,100
briaire_05,188,0.11108,0.026584999999999998,100
briaire_05,188,0.11108,0.028584999999999996,100
briaire_05,188,0.11108,0.030584999999999998,100
briaire_05,188,0.11108,0.032584999999999996,100
briaire_05,188,0.11108,0.034585,100
briaire_05,188,0.11108,0.036585,100
briaire_05,188,0.11108,0.038584999999999994,100
briaire_05,188,0.11108,0.040584999999999996,100
briaire_05,188,0.11108,0.042585,100
briaire_05,188,0.11108,0.04458499999999999,100
briaire_05,188,0.11108,0.046584999999999994,100
briaire_05,188,0.11108,0.048584999999999996,100
briaire_05,188,0.11108,0.050585,100
