model_name,neuron_number,duration,spikes
briaire_05,131,0.11108,0.092304
briaire_05,131,0.11108,0.094304
briaire_05,131,0.11108,0.096304
briaire_05,131,0.11108,0.098304
briaire_05,131,0.11108,0.10030399999999999
briaire_05,132,0.11108,0.002264
briaire_05,132,0.11108,0.004288999999999999
briaire_05,132,0.11108,0.006286
briaire_05,132,0.11108,0.008287
briaire_05,132,0.11108,0.010286
briaire_05,132,0.11108,0.012287
briaire_05,132,0.11108,0.014286
briaire_05,132,0.11108,0.016287
briaire_05,132,0.11108,0.018286
briaire_05,132,0.11108,0.020286
briaire_05,132,0.11108,0.022286
briaire_05,132,0.11108,0.024286
briaire_05,132,0.11108,0.026286
briaire_05,132,0.11108,0.028286
briaire_05,132,0.11108,0.030285999999999997
briaire_05,132,0.11108,0.032285999999999995
briaire_05,132,0.11108,0.034286
briaire_05,132,0.11108,0.036286
briaire_05,132,0.11108,0.038286
briaire_05,132,0.11108,0.040285999999999995
briaire_05,132,0.11108,0.042286
briaire_05,132,0.11108,0.044286
briaire_05,132,0.11108,0.046286
briaire_05,132,0.11108,0.048285999999999996
briaire_05,132,0.11108,0.050286
briaire_05,132,0.11108,0.052286
briaire_05,132,0.11108,0.054286
briaire_05,132,0.11108,0.056285999999999996
briaire_05,132,0.11108,0.058286
briaire_05,132,0.11108,0.060286
briaire_05,132,0.11108,0.062285999999999994
briaire_05,132,0.11108,0.064286
briaire_05,132,0.11108,0.066286
briaire_05,132,0.11108,0.068286
briaire_05,132,0.11108,0.070286
briaire_05,132,0.11108,0.072286
briaire_05,132,0.11108,0.07428599999999999
briaire_05,132,0.11108,0.07628599999999999
briaire_05,132,0.11108,0.078286
briaire_05,132,0.11108,0.080286
briaire_05,132,0.11108,0.082286
briaire_05,132,0.11108,0.084286
briaire_05,132,0.11108,0.086286
briaire_05,132,0.11108,0.08828599999999999
briaire_05,132,0.11108,0.09028599999999999
briaire_05,132,0.11108,0.09228599999999999
briaire_05,132,0.11108,0.094286
briaire_05,132,0.11108,0.096286
briaire_05,132,0.11108,0.098286
briaire_05,132,0.11108,0.100286
briaire_05,133,0.11108,0.002267
briaire_05,133,0.11108,0.004295
briaire_05,133,0.11108,0.006292
briaire_05,133,0.11108,0.008293
briaire_05,133,0.11108,0.010291999999999999
briaire_05,133,0.11108,0.012291999999999999
briaire_05,133,0.11108,0.014292
briaire_05,133,0.11108,0.016292
briaire_05,133,0.11108,0.018292
briaire_05,133,0.11108,0.020291999999999998
briaire_05,133,0.11108,0.022292
briaire_05,133,0.11108,0.024291999999999998
briaire_05,133,0.11108,0.026292
briaire_05,133,0.11108,0.028291999999999998
briaire_05,133,0.11108,0.030292
briaire_05,133,0.11108,0.032292
briaire_05,133,0.11108,0.034291999999999996
briaire_05,133,0.11108,0.036292
briaire_05,133,0.11108,0.038292
briaire_05,133,0.11108,0.040292
briaire_05,133,0.11108,0.042291999999999996
briaire_05,133,0.11108,0.044292
briaire_05,133,0.11108,0.046292
briaire_05,133,0.11108,0.048291999999999995
briaire_05,133,0.11108,0.050291999999999996
briaire_05,133,0.11108,0.052292
briaire_05,133,0.11108,0.054292
briaire_05,133,0.11108,0.056291999999999995
briaire_05,133,0.11108,0.058292
briaire_05,133,0.11108,0.060292
briaire_05,133,0.11108,0.062292
briaire_05,133,0.11108,0.064292
briaire_05,133,0.11108,0.066292
briaire_05,133,0.11108,0.06829199999999999
briaire_05,133,0.11108,0.070292
briaire_05,133,0.11108,0.072292
briaire_05,133,0.11108,0.074292
briaire_05,133,0.11108,0.076292
briaire_05,133,0.11108,0.078292
briaire_05,133,0.11108,0.080292
briaire_05,133,0.11108,0.08229199999999999
briaire_05,133,0.11108,0.08429199999999999
briaire_05,133,0.11108,0.086292
briaire_05,133,0.11108,0.088292
briaire_05,133,0.11108,0.090292
briaire_05,133,0.11108,0.092292
briaire_05,133,0.11108,0.094292
briaire_05,133,0.11108,0.09629199999999999
briaire_05,133,0.11108,0.09829199999999999
briaire_05,133,0.11108,0.10029199999999999
briaire_05,134,0.11108,0.0022559999999999998
briaire_05,134,0.11108,0.004345
briaire_05,134,0.11108,0.0053479999999999995
briaire_05,134,0.11108,0.006346
briaire_05,134,0.11108,0.007346
briaire_05,134,0.11108,0.008346
briaire_05,134,0.11108,0.009346
briaire_05,134,0.11108,0.010346
briaire_05,134,0.11108,0.011346
briaire_05,134,0.11108,0.012346
briaire_05,134,0.11108,0.013346
briaire_05,134,0.11108,0.014346
briaire_05,134,0.11108,0.015345999999999999
briaire_05,134,0.11108,0.016346
briaire_05,134,0.11108,0.017346
briaire_05,134,0.11108,0.018345999999999998
briaire_05,134,0.11108,0.019346
briaire_05,134,0.11108,0.020346
briaire_05,134,0.11108,0.021346
briaire_05,134,0.11108,0.022345999999999998
briaire_05,134,0.11108,0.023346
briaire_05,134,0.11108,0.024346
briaire_05,134,0.11108,0.025346
briaire_05,134,0.11108,0.026345999999999998
briaire_05,134,0.11108,0.027346
briaire_05,134,0.11108,0.028346
briaire_05,134,0.11108,0.029345999999999997
briaire_05,134,0.11108,0.030345999999999998
briaire_05,134,0.11108,0.031346
briaire_05,134,0.11108,0.032346
briaire_05,134,0.11108,0.033346
briaire_05,134,0.11108,0.034346
briaire_05,134,0.11108,0.035345999999999995
briaire_05,134,0.11108,0.036345999999999996
briaire_05,134,0.11108,0.037346
briaire_05,134,0.11108,0.038346
briaire_05,134,0.11108,0.039346
briaire_05,134,0.11108,0.040346
briaire_05,134,0.11108,0.041346
briaire_05,134,0.11108,0.042345999999999995
briaire_05,134,0.11108,0.043345999999999996
briaire_05,134,0.11108,0.044346
briaire_05,134,0.11108,0.045346
briaire_05,134,0.11108,0.046346
briaire_05,134,0.11108,0.047346
briaire_05,134,0.11108,0.048346
briaire_05,134,0.11108,0.049346
briaire_05,134,0.11108,0.050345999999999995
briaire_05,134,0.11108,0.051345999999999996
briaire_05,134,0.11108,0.052346
briaire_05,134,0.11108,0.053346
briaire_05,134,0.11108,0.054346
briaire_05,134,0.11108,0.055346
briaire_05,134,0.11108,0.056346
briaire_05,134,0.11108,0.057345999999999994
briaire_05,134,0.11108,0.058345999999999995
briaire_05,134,0.11108,0.059345999999999996
briaire_05,134,0.11108,0.060346
briaire_05,134,0.11108,0.061346
briaire_05,134,0.11108,0.062346
briaire_05,134,0.11108,0.063346
briaire_05,134,0.11108,0.064346
briaire_05,134,0.11108,0.065346
briaire_05,134,0.11108,0.066346
briaire_05,134,0.11108,0.067346
briaire_05,134,0.11108,0.06834599999999999
briaire_05,134,0.11108,0.06934599999999999
briaire_05,134,0.11108,0.07034599999999999
briaire_05,134,0.11108,0.07134599999999999
briaire_05,134,0.11108,0.072346
briaire_05,134,0.11108,0.073346
briaire_05,134,0.11108,0.074346
briaire_05,134,0.11108,0.075346
briaire_05,134,0.11108,0.076346
briaire_05,134,0.11108,0.077346
briaire_05,134,0.11108,0.078346
briaire_05,134,0.11108,0.079346
briaire_05,134,0.11108,0.080346
briaire_05,134,0.11108,0.081346
briaire_05,134,0.11108,0.082346
briaire_05,134,0.11108,0.08334599999999999
briaire_05,134,0.11108,0.08434599999999999
briaire_05,134,0.11108,0.08534599999999999
briaire_05,134,0.11108,0.08634599999999999
briaire_05,134,0.11108,0.087346
briaire_05,134,0.11108,0.088346
briaire_05,134,0.11108,0.089346
briaire_05,134,0.11108,0.090346
briaire_05,134,0.11108,0.091346
briaire_05,134,0.11108,0.092346
briaire_05,134,0.11108,0.093346
briaire_05,134,0.11108,0.094346
briaire_05,134,0.11108,0.095346
briaire_05,134,0.11108,0.096346
briaire_05,134,0.11108,0.097346
briaire_05,134,0.11108,0.09834599999999999
briaire_05,134,0.11108,0.09934599999999999
briaire_05,134,0.11108,0.10034599999999999
briaire_05,134,0.11108,0.10134599999999999
briaire_05,135,0.11108,0.0022559999999999998
briaire_05,135,0.11108,0.004344
briaire_05,135,0.11108,0.005346
briaire_05,135,0.11108,0.006344
briaire_05,135,0.11108,0.007344
briaire_05,135,0.11108,0.008343999999999999
briaire_05,135,0.11108,0.009344
briaire_05,135,0.11108,0.010343999999999999
briaire_05,135,0.11108,0.011344
briaire_05,135,0.11108,0.012343999999999999
briaire_05,135,0.11108,0.013344
briaire_05,135,0.11108,0.014343999999999999
briaire_05,135,0.11108,0.015344
briaire_05,135,0.11108,0.016344
briaire_05,135,0.11108,0.017344
briaire_05,135,0.11108,0.018344
briaire_05,135,0.11108,0.019344
briaire_05,135,0.11108,0.020343999999999998
briaire_05,135,0.11108,0.021344
briaire_05,135,0.11108,0.022344
briaire_05,135,0.11108,0.023344
briaire_05,135,0.11108,0.024343999999999998
briaire_05,135,0.11108,0.025344
briaire_05,135,0.11108,0.026344
briaire_05,135,0.11108,0.027344
briaire_05,135,0.11108,0.028343999999999998
briaire_05,135,0.11108,0.029344
briaire_05,135,0.11108,0.030344
briaire_05,135,0.11108,0.031344
briaire_05,135,0.11108,0.032344
briaire_05,135,0.11108,0.033344
briaire_05,135,0.11108,0.034344
briaire_05,135,0.11108,0.035344
briaire_05,135,0.11108,0.036344
briaire_05,135,0.11108,0.037343999999999995
briaire_05,135,0.11108,0.038343999999999996
briaire_05,135,0.11108,0.039344
briaire_05,135,0.11108,0.040344
briaire_05,135,0.11108,0.041344
briaire_05,135,0.11108,0.042344
briaire_05,135,0.11108,0.043344
briaire_05,135,0.11108,0.044343999999999995
briaire_05,135,0.11108,0.045343999999999995
briaire_05,135,0.11108,0.046343999999999996
briaire_05,135,0.11108,0.047344
briaire_05,135,0.11108,0.048344
briaire_05,135,0.11108,0.049344
briaire_05,135,0.11108,0.050344
briaire_05,135,0.11108,0.051344
briaire_05,135,0.11108,0.052343999999999995
briaire_05,135,0.11108,0.053343999999999996
briaire_05,135,0.11108,0.054343999999999996
briaire_05,135,0.11108,0.055344
briaire_05,135,0.11108,0.056344
briaire_05,135,0.11108,0.057344
briaire_05,135,0.11108,0.058344
briaire_05,135,0.11108,0.059343999999999994
briaire_05,135,0.11108,0.060343999999999995
briaire_05,135,0.11108,0.061343999999999996
briaire_05,135,0.11108,0.062344
briaire_05,135,0.11108,0.063344
briaire_05,135,0.11108,0.064344
briaire_05,135,0.11108,0.065344
briaire_05,135,0.11108,0.066344
briaire_05,135,0.11108,0.067344
briaire_05,135,0.11108,0.068344
briaire_05,135,0.11108,0.069344
briaire_05,135,0.11108,0.070344
briaire_05,135,0.11108,0.07134399999999999
briaire_05,135,0.11108,0.07234399999999999
briaire_05,135,0.11108,0.07334399999999999
briaire_05,135,0.11108,0.074344
briaire_05,135,0.11108,0.075344
briaire_05,135,0.11108,0.076344
briaire_05,135,0.11108,0.077344
briaire_05,135,0.11108,0.078344
briaire_05,135,0.11108,0.079344
briaire_05,135,0.11108,0.080344
briaire_05,135,0.11108,0.081344
briaire_05,135,0.11108,0.082344
briaire_05,135,0.11108,0.083344
briaire_05,135,0.11108,0.084344
briaire_05,135,0.11108,0.08534399999999999
briaire_05,135,0.11108,0.08634399999999999
briaire_05,135,0.11108,0.08734399999999999
briaire_05,135,0.11108,0.08834399999999999
briaire_05,135,0.11108,0.08934399999999999
briaire_05,135,0.11108,0.090344
briaire_05,135,0.11108,0.091344
briaire_05,135,0.11108,0.092344
briaire_05,135,0.11108,0.093344
briaire_05,135,0.11108,0.094344
briaire_05,135,0.11108,0.095344
briaire_05,135,0.11108,0.096344
briaire_05,135,0.11108,0.097344
briaire_05,135,0.11108,0.098344
briaire_05,135,0.11108,0.099344
briaire_05,135,0.11108,0.10034399999999999
briaire_05,135,0.11108,0.10134399999999999
briaire_05,136,0.11108,0.002253
briaire_05,136,0.11108,0.004333
briaire_05,136,0.11108,0.0053349999999999995
briaire_05,136,0.11108,0.006333
briaire_05,136,0.11108,0.007332999999999999
briaire_05,136,0.11108,0.008333
briaire_05,136,0.11108,0.009333
briaire_05,136,0.11108,0.010333
briaire_05,136,0.11108,0.011333
briaire_05,136,0.11108,0.012333
briaire_05,136,0.11108,0.013333
briaire_05,136,0.11108,0.014332999999999999
briaire_05,136,0.11108,0.015333
briaire_05,136,0.11108,0.016333
briaire_05,136,0.11108,0.017332999999999998
briaire_05,136,0.11108,0.018333
briaire_05,136,0.11108,0.019333
briaire_05,136,0.11108,0.020333
briaire_05,136,0.11108,0.021332999999999998
briaire_05,136,0.11108,0.022333
briaire_05,136,0.11108,0.023333
briaire_05,136,0.11108,0.024333
briaire_05,136,0.11108,0.025332999999999998
briaire_05,136,0.11108,0.026333
briaire_05,136,0.11108,0.027333
briaire_05,136,0.11108,0.028332999999999997
briaire_05,136,0.11108,0.029332999999999998
briaire_05,136,0.11108,0.030333
briaire_05,136,0.11108,0.031333
briaire_05,136,0.11108,0.032333
briaire_05,136,0.11108,0.033333
briaire_05,136,0.11108,0.034332999999999995
briaire_05,136,0.11108,0.035332999999999996
briaire_05,136,0.11108,0.036333
briaire_05,136,0.11108,0.037333
briaire_05,136,0.11108,0.038333
briaire_05,136,0.11108,0.039333
briaire_05,136,0.11108,0.040333
briaire_05,136,0.11108,0.041332999999999995
briaire_05,136,0.11108,0.042332999999999996
briaire_05,136,0.11108,0.043332999999999997
briaire_05,136,0.11108,0.044333
briaire_05,136,0.11108,0.045333
briaire_05,136,0.11108,0.046333
briaire_05,136,0.11108,0.047333
briaire_05,136,0.11108,0.048333
briaire_05,136,0.11108,0.049332999999999995
briaire_05,136,0.11108,0.050332999999999996
briaire_05,136,0.11108,0.051333
briaire_05,136,0.11108,0.052333
briaire_05,136,0.11108,0.053333
briaire_05,136,0.11108,0.054333
briaire_05,136,0.11108,0.055333
briaire_05,136,0.11108,0.056332999999999994
briaire_05,136,0.11108,0.057332999999999995
briaire_05,136,0.11108,0.058332999999999996
briaire_05,136,0.11108,0.059333
briaire_05,136,0.11108,0.060333
briaire_05,136,0.11108,0.061333
briaire_05,136,0.11108,0.062333
briaire_05,136,0.11108,0.063333
briaire_05,136,0.11108,0.064333
briaire_05,136,0.11108,0.065333
briaire_05,136,0.11108,0.066333
briaire_05,136,0.11108,0.06733299999999999
briaire_05,136,0.11108,0.06833299999999999
briaire_05,136,0.11108,0.06933299999999999
briaire_05,136,0.11108,0.07033299999999999
briaire_05,136,0.11108,0.071333
briaire_05,136,0.11108,0.072333
briaire_05,136,0.11108,0.073333
briaire_05,136,0.11108,0.074333
briaire_05,136,0.11108,0.075333
briaire_05,136,0.11108,0.076333
briaire_05,136,0.11108,0.077333
briaire_05,136,0.11108,0.078333
briaire_05,136,0.11108,0.079333
briaire_05,136,0.11108,0.080333
briaire_05,136,0.11108,0.081333
briaire_05,136,0.11108,0.08233299999999999
briaire_05,136,0.11108,0.08333299999999999
briaire_05,136,0.11108,0.08433299999999999
briaire_05,136,0.11108,0.08533299999999999
briaire_05,136,0.11108,0.086333
briaire_05,136,0.11108,0.087333
briaire_05,136,0.11108,0.088333
briaire_05,136,0.11108,0.089333
briaire_05,136,0.11108,0.090333
briaire_05,136,0.11108,0.091333
briaire_05,136,0.11108,0.092333
briaire_05,136,0.11108,0.093333
briaire_05,136,0.11108,0.094333
briaire_05,136,0.11108,0.095333
briaire_05,136,0.11108,0.096333
briaire_05,136,0.11108,0.09733299999999999
briaire_05,136,0.11108,0.09833299999999999
briaire_05,136,0.11108,0.09933299999999999
briaire_05,136,0.11108,0.10033299999999999
briaire_05,136,0.11108,0.10133299999999999
briaire_05,137,0.11108,0.002253
briaire_05,137,0.11108,0.004333
briaire_05,137,0.11108,0.005333999999999999
briaire_05,137,0.11108,0.006333
briaire_05,137,0.11108,0.007332999999999999
briaire_05,137,0.11108,0.008333
briaire_05,137,0.11108,0.009333
briaire_05,137,0.11108,0.010333
briaire_05,137,0.11108,0.011333
briaire_05,137,0.11108,0.012333
briaire_05,137,0.11108,0.013333
briaire_05,137,0.11108,0.014332999999999999
briaire_05,137,0.11108,0.015333
briaire_05,137,0.11108,0.016333
briaire_05,137,0.11108,0.017332999999999998
briaire_05,137,0.11108,0.018333
briaire_05,137,0.11108,0.019333
briaire_05,137,0.11108,0.020333
briaire_05,137,0.11108,0.021332999999999998
briaire_05,137,0.11108,0.022333
briaire_05,137,0.11108,0.023333
briaire_05,137,0.11108,0.024333
briaire_05,137,0.11108,0.025332999999999998
briaire_05,137,0.11108,0.026333
briaire_05,137,0.11108,0.027333
briaire_05,137,0.11108,0.028332999999999997
briaire_05,137,0.11108,0.029332999999999998
briaire_05,137,0.11108,0.030333
briaire_05,137,0.11108,0.031333
briaire_05,137,0.11108,0.032333
briaire_05,137,0.11108,0.033333
briaire_05,137,0.11108,0.034332999999999995
briaire_05,137,0.11108,0.035332999999999996
briaire_05,137,0.11108,0.036333
briaire_05,137,0.11108,0.037333
briaire_05,137,0.11108,0.038333
briaire_05,137,0.11108,0.039333
briaire_05,137,0.11108,0.040333
briaire_05,137,0.11108,0.041332999999999995
briaire_05,137,0.11108,0.042332999999999996
briaire_05,137,0.11108,0.043332999999999997
briaire_05,137,0.11108,0.044333
briaire_05,137,0.11108,0.045333
briaire_05,137,0.11108,0.046333
briaire_05,137,0.11108,0.047333
briaire_05,137,0.11108,0.048333
briaire_05,137,0.11108,0.049332999999999995
briaire_05,137,0.11108,0.050332999999999996
briaire_05,137,0.11108,0.051333
briaire_05,137,0.11108,0.052333
briaire_05,137,0.11108,0.053333
briaire_05,137,0.11108,0.054333
briaire_05,137,0.11108,0.055333
briaire_05,137,0.11108,0.056332999999999994
briaire_05,137,0.11108,0.057332999999999995
briaire_05,137,0.11108,0.058332999999999996
briaire_05,137,0.11108,0.059333
briaire_05,137,0.11108,0.060333
briaire_05,137,0.11108,0.061333
briaire_05,137,0.11108,0.062333
briaire_05,137,0.11108,0.063333
briaire_05,137,0.11108,0.064333
briaire_05,137,0.11108,0.065333
briaire_05,137,0.11108,0.066333
briaire_05,137,0.11108,0.06733299999999999
briaire_05,137,0.11108,0.06833299999999999
briaire_05,137,0.11108,0.06933299999999999
briaire_05,137,0.11108,0.07033299999999999
briaire_05,137,0.11108,0.071333
briaire_05,137,0.11108,0.072333
briaire_05,137,0.11108,0.073333
briaire_05,137,0.11108,0.074333
briaire_05,137,0.11108,0.075333
briaire_05,137,0.11108,0.076333
briaire_05,137,0.11108,0.077333
briaire_05,137,0.11108,0.078333
briaire_05,137,0.11108,0.079333
briaire_05,137,0.11108,0.080333
briaire_05,137,0.11108,0.081333
briaire_05,137,0.11108,0.08233299999999999
briaire_05,137,0.11108,0.08333299999999999
briaire_05,137,0.11108,0.08433299999999999
briaire_05,137,0.11108,0.08533299999999999
briaire_05,137,0.11108,0.086333
briaire_05,137,0.11108,0.087333
briaire_05,137,0.11108,0.088333
briaire_05,137,0.11108,0.089333
briaire_05,137,0.11108,0.090333
briaire_05,137,0.11108,0.091333
briaire_05,137,0.11108,0.092333
briaire_05,137,0.11108,0.093333
briaire_05,137,0.11108,0.094333
briaire_05,137,0.11108,0.095333
briaire_05,137,0.11108,0.096333
briaire_05,137,0.11108,0.09733299999999999
briaire_05,137,0.11108,0.09833299999999999
briaire_05,137,0.11108,0.09933299999999999
briaire_05,137,0.11108,0.10033299999999999
briaire_05,137,0.11108,0.10133299999999999
briaire_05,138,0.11108,0.002252
briaire_05,138,0.11108,0.004331
briaire_05,138,0.11108,0.005333
briaire_05,138,0.11108,0.006331
briaire_05,138,0.11108,0.007331
briaire_05,138,0.11108,0.008331
briaire_05,138,0.11108,0.009330999999999999
briaire_05,138,0.11108,0.010331
briaire_05,138,0.11108,0.011330999999999999
briaire_05,138,0.11108,0.012331
briaire_05,138,0.11108,0.013330999999999999
briaire_05,138,0.11108,0.014331
briaire_05,138,0.11108,0.015331
briaire_05,138,0.11108,0.016331
briaire_05,138,0.11108,0.017331
briaire_05,138,0.11108,0.018331
briaire_05,138,0.11108,0.019330999999999997
briaire_05,138,0.11108,0.020331
briaire_05,138,0.11108,0.021331
briaire_05,138,0.11108,0.022331
briaire_05,138,0.11108,0.023330999999999998
briaire_05,138,0.11108,0.024331
briaire_05,138,0.11108,0.025331
briaire_05,138,0.11108,0.026331
briaire_05,138,0.11108,0.027330999999999998
briaire_05,138,0.11108,0.028331
briaire_05,138,0.11108,0.029331
briaire_05,138,0.11108,0.030331
briaire_05,138,0.11108,0.031331
briaire_05,138,0.11108,0.032331
briaire_05,138,0.11108,0.033331
briaire_05,138,0.11108,0.034331
briaire_05,138,0.11108,0.035331
briaire_05,138,0.11108,0.036330999999999995
briaire_05,138,0.11108,0.037330999999999996
briaire_05,138,0.11108,0.038331
briaire_05,138,0.11108,0.039331
briaire_05,138,0.11108,0.040331
briaire_05,138,0.11108,0.041331
briaire_05,138,0.11108,0.042331
briaire_05,138,0.11108,0.043331
briaire_05,138,0.11108,0.044330999999999995
briaire_05,138,0.11108,0.045330999999999996
briaire_05,138,0.11108,0.046331
briaire_05,138,0.11108,0.047331
briaire_05,138,0.11108,0.048331
briaire_05,138,0.11108,0.049331
briaire_05,138,0.11108,0.050331
briaire_05,138,0.11108,0.051330999999999995
briaire_05,138,0.11108,0.052330999999999996
briaire_05,138,0.11108,0.053330999999999996
briaire_05,138,0.11108,0.054331
briaire_05,138,0.11108,0.055331
briaire_05,138,0.11108,0.056331
briaire_05,138,0.11108,0.057331
briaire_05,138,0.11108,0.058330999999999994
briaire_05,138,0.11108,0.059330999999999995
briaire_05,138,0.11108,0.060330999999999996
briaire_05,138,0.11108,0.061331
briaire_05,138,0.11108,0.062331
briaire_05,138,0.11108,0.063331
briaire_05,138,0.11108,0.064331
briaire_05,138,0.11108,0.065331
briaire_05,138,0.11108,0.066331
briaire_05,138,0.11108,0.067331
briaire_05,138,0.11108,0.068331
briaire_05,138,0.11108,0.069331
briaire_05,138,0.11108,0.07033099999999999
briaire_05,138,0.11108,0.07133099999999999
briaire_05,138,0.11108,0.07233099999999999
briaire_05,138,0.11108,0.073331
briaire_05,138,0.11108,0.074331
briaire_05,138,0.11108,0.075331
briaire_05,138,0.11108,0.076331
briaire_05,138,0.11108,0.077331
briaire_05,138,0.11108,0.078331
briaire_05,138,0.11108,0.079331
briaire_05,138,0.11108,0.080331
briaire_05,138,0.11108,0.081331
briaire_05,138,0.11108,0.082331
briaire_05,138,0.11108,0.083331
briaire_05,138,0.11108,0.08433099999999999
briaire_05,138,0.11108,0.08533099999999999
briaire_05,138,0.11108,0.08633099999999999
briaire_05,138,0.11108,0.08733099999999999
briaire_05,138,0.11108,0.08833099999999999
briaire_05,138,0.11108,0.089331
briaire_05,138,0.11108,0.090331
briaire_05,138,0.11108,0.091331
briaire_05,138,0.11108,0.092331
briaire_05,138,0.11108,0.093331
briaire_05,138,0.11108,0.094331
briaire_05,138,0.11108,0.095331
briaire_05,138,0.11108,0.096331
briaire_05,138,0.11108,0.097331
briaire_05,138,0.11108,0.098331
briaire_05,138,0.11108,0.09933099999999999
