model_name,neuron_number,duration,spikes,nof_pulses
briaire_05,154,0.10207999999999999,0.002555,10
briaire_05,154,0.10207999999999999,0.012554999999999998,10
briaire_05,154,0.10207999999999999,0.022555,10
briaire_05,154,0.10207999999999999,0.032555,10
briaire_05,154,0.10207999999999999,0.042554999999999996,10
briaire_05,154,0.10207999999999999,0.052555,10
briaire_05,154,0.10207999999999999,0.062555,10
briaire_05,154,0.10207999999999999,0.072555,10
briaire_05,154,0.10207999999999999,0.08255499999999999,10
briaire_05,154,0.10207999999999999,0.092555,10
briaire_05,156,0.10207999999999999,0.002555,10
briaire_05,156,0.10207999999999999,0.012554999999999998,10
briaire_05,156,0.10207999999999999,0.022555,10
briaire_05,156,0.10207999999999999,0.032555,10
briaire_05,156,0.10207999999999999,0.042554999999999996,10
briaire_05,156,0.10207999999999999,0.052555,10
briaire_05,156,0.10207999999999999,0.062555,10
briaire_05,156,0.10207999999999999,0.072555,10
briaire_05,156,0.10207999999999999,0.08255499999999999,10
briaire_05,156,0.10207999999999999,0.092555,10
briaire_05,157,0.10207999999999999,0.002555,10
briaire_05,157,0.10207999999999999,0.012554999999999998,10
briaire_05,157,0.10207999999999999,0.022555,10
briaire_05,157,0.10207999999999999,0.032555,10
briaire_05,157,0.10207999999999999,0.042554999999999996,10
briaire_05,157,0.10207999999999999,0.052555,10
briaire_05,157,0.10207999999999999,0.062555,10
briaire_05,157,0.10207999999999999,0.072555,10
briaire_05,157,0.10207999999999999,0.08255499999999999,10
briaire_05,157,0.10207999999999999,0.092555,10
briaire_05,158,0.10207999999999999,0.002545,10
briaire_05,158,0.10207999999999999,0.012544999999999999,10
briaire_05,158,0.10207999999999999,0.022545,10
briaire_05,158,0.10207999999999999,0.032545,10
briaire_05,158,0.10207999999999999,0.042545,10
briaire_05,158,0.10207999999999999,0.052544999999999994,10
briaire_05,158,0.10207999999999999,0.06254499999999999,10
briaire_05,158,0.10207999999999999,0.072545,10
briaire_05,158,0.10207999999999999,0.082545,10
briaire_05,158,0.10207999999999999,0.09254499999999999,10
briaire_05,159,0.10207999999999999,0.0025499999999999997,10
briaire_05,159,0.10207999999999999,0.012549999999999999,10
briaire_05,159,0.10207999999999999,0.022549999999999997,10
briaire_05,159,0.10207999999999999,0.032549999999999996,10
briaire_05,159,0.10207999999999999,0.04255,10
briaire_05,159,0.10207999999999999,0.05254999999999999,10
