phase duration (us),pulse form,threshold
40,mono,3.3293151855468745e-06
50,mono,2.9141235351562497e-06
100,mono,2.0985603332519526e-06
50,bi,3.469505310058594e-06
200,bi,1.7522621154785156e-06
400,bi,1.5993690490722656e-06
