phase duration (us),pulse form,threshold
40,mono,7.092076134681699e-05
50,mono,6.0846364974975575e-05
100,mono,4.094696617126465e-05
50,bi,7.026031351089476e-05
200,bi,3.134444975852967e-05
400,bi,2.589956116676331e-05
