interpulse interval,minimum required amplitude,threshold
0.0006,0.0,4.094696617126465e-05
0.0007897435897435898,0.0,4.094696617126465e-05
0.0009794871794871795,0.0,4.094696617126465e-05
0.0011692307692307694,0.0,4.094696617126465e-05
0.0013589743589743591,5.3807872416218736e-05,4.094696617126465e-05
0.0015487179487179488,5.0893175193486964e-05,4.094696617126465e-05
0.0017384615384615386,4.872511530862539e-05,4.094696617126465e-05
0.0019282051282051285,4.708110736279195e-05,4.094696617126465e-05
0.002117948717948718,4.583931513767311e-05,4.094696617126465e-05
0.002307692307692308,4.4906799466734804e-05,4.094696617126465e-05
0.0024974358974358974,4.421561322822527e-05,4.094696617126465e-05
0.0026871794871794873,4.370796231858549e-05,4.094696617126465e-05
0.0028769230769230773,4.334713967204153e-05,4.094696617126465e-05
0.0030666666666666668,4.30995622284172e-05,4.094696617126465e-05
0.0032564102564102567,4.2941799945729145e-05,4.094696617126465e-05
0.0034461538461538466,4.2851203783393426e-05,4.094696617126465e-05
0.0036358974358974365,4.281215371342114e-05,4.094696617126465e-05
0.0038256410256410265,4.2811372712021694e-05,4.094696617126465e-05
0.004015384615384615,4.283714575820341e-05,4.094696617126465e-05
0.004205128205128205,4.288244383937126e-05,4.094696617126465e-05
0.004394871794871795,4.294023794293026e-05,4.094696617126465e-05
0.004584615384615385,4.30042800576848e-05,4.094696617126465e-05
0.004774358974358974,4.3072227179436596e-05,4.094696617126465e-05
0.004964102564102565,4.313939329978894e-05,4.094696617126465e-05
0.005153846153846155,4.320577841874182e-05,4.094696617126465e-05
0.005343589743589745,4.3268258530697494e-05,4.094696617126465e-05
0.005533333333333334,4.332683363565593e-05,4.094696617126465e-05
0.005723076923076924,4.3380722732217695e-05,4.094696617126465e-05
0.0059128205128205135,4.342914481898334e-05,4.094696617126465e-05
0.0061025641025641035,4.34728808973523e-05,4.094696617126465e-05
0.0062923076923076925,4.351193096732459e-05,4.094696617126465e-05
0.0064820512820512825,4.35462950289002e-05,4.094696617126465e-05
0.006671794871794872,4.357675408347859e-05,4.094696617126465e-05
0.006861538461538462,4.360330813105975e-05,4.094696617126465e-05
0.007051282051282052,4.362595717164368e-05,4.094696617126465e-05
0.007241025641025641,4.364548220662982e-05,4.094696617126465e-05
0.007430769230769231,4.3662664237417636e-05,4.094696617126465e-05
0.007620512820512821,4.367750326400711e-05,4.094696617126465e-05
0.007810256410256411,4.368921828499879e-05,4.094696617126465e-05
0.008,4.370015230459102e-05,4.094696617126465e-05
